LocationCode,DateTime,Power(mW)
15,2024-02-09 14:58:38,11.78
15,2024-02-09 14:59:38,10.32
15,2024-02-09 15:00:38,10.26
15,2024-02-09 15:01:38,11.49
15,2024-02-09 15:02:38,12.34
15,2024-02-09 15:03:38,12.45
15,2024-02-09 15:04:38,11.75
15,2024-02-09 15:05:38,11.3
15,2024-02-09 15:06:38,10.06
15,2024-02-09 15:07:38,8.88
15,2024-02-09 15:08:38,8.77
15,2024-02-09 15:09:38,9.55
15,2024-02-09 15:10:38,10.73
15,2024-02-09 15:11:38,10.2
15,2024-02-09 15:12:38,9.31
15,2024-02-09 15:13:38,8.55
15,2024-02-09 15:14:38,8.19
15,2024-02-09 15:15:38,8.26
15,2024-02-09 15:16:38,7.68
15,2024-02-09 15:17:38,6.6
15,2024-02-09 15:18:38,6.24
15,2024-02-09 15:19:38,5.98
15,2024-02-09 15:20:38,4.91
15,2024-02-09 15:21:38,3.86
15,2024-02-09 15:22:38,4.38
15,2024-02-09 15:23:38,4.9
15,2024-02-09 15:24:38,5.78
15,2024-02-09 15:25:38,5.37
15,2024-02-09 15:26:38,5.87
15,2024-02-09 15:27:38,6.24
15,2024-02-09 15:28:38,5.28
15,2024-02-09 15:29:38,3.84
15,2024-02-09 15:30:38,3.46
15,2024-02-09 15:31:38,3.94
15,2024-02-09 15:32:38,4.81
15,2024-02-09 15:33:38,5.87
15,2024-02-09 15:34:38,6.88
15,2024-02-09 15:35:38,6.38
15,2024-02-09 15:36:38,5.24
15,2024-02-09 15:37:38,4.65
15,2024-02-09 15:38:38,4.34
15,2024-02-09 15:39:38,4.26
15,2024-02-09 15:40:38,3.94
15,2024-02-09 15:41:38,4.44
15,2024-02-09 15:42:38,6.17
15,2024-02-09 15:43:38,6.34
15,2024-02-09 15:44:38,5.53
15,2024-02-09 15:45:38,5.24
15,2024-02-09 15:46:38,5.31
15,2024-02-09 15:47:38,5.41
15,2024-02-09 15:48:38,5.73
15,2024-02-09 15:49:38,6.27
