LocationCode,DateTime,Power(mW)
1,2024-01-01 06:31:08,0.0
1,2024-01-01 06:32:08,0.0
1,2024-01-01 06:33:08,0.0
1,2024-01-01 06:34:08,0.0
1,2024-01-01 06:35:08,0.0
1,2024-01-01 06:36:08,0.0
1,2024-01-01 06:37:08,0.0
1,2024-01-01 06:38:08,0.01
1,2024-01-01 06:39:08,0.01
1,2024-01-01 06:40:08,0.0
1,2024-01-01 06:41:08,0.01
1,2024-01-01 06:42:08,0.0
1,2024-01-01 06:43:08,0.02
1,2024-01-01 06:44:08,0.01
1,2024-01-01 06:45:08,0.02
1,2024-01-01 06:46:08,0.01
1,2024-01-01 06:47:08,0.03
1,2024-01-01 06:48:08,0.03
1,2024-01-01 06:49:08,0.03
1,2024-01-01 06:50:08,0.04
1,2024-01-01 06:51:08,0.03
1,2024-01-01 06:52:08,0.04
1,2024-01-01 06:53:08,0.04
1,2024-01-01 06:54:07,0.04
1,2024-01-01 06:55:07,0.04
1,2024-01-01 06:56:07,0.05
1,2024-01-01 06:57:07,0.07
1,2024-01-01 06:58:07,0.06
1,2024-01-01 06:59:07,0.05
1,2024-01-01 07:00:07,0.07
1,2024-01-01 07:01:07,0.08
1,2024-01-01 07:02:07,0.08
1,2024-01-01 07:03:07,0.08
1,2024-01-01 07:04:07,0.07
1,2024-01-01 07:05:07,0.1
1,2024-01-01 07:06:07,0.1
1,2024-01-01 07:07:07,0.09
1,2024-01-01 07:08:07,0.08
1,2024-01-01 07:09:07,0.08
1,2024-01-01 07:10:07,0.11
1,2024-01-01 07:11:07,0.1
1,2024-01-01 07:12:07,0.12
1,2024-01-01 07:13:07,0.12
1,2024-01-01 07:14:07,0.11
1,2024-01-01 07:15:07,0.14
1,2024-01-01 07:16:07,0.15
1,2024-01-01 07:17:07,0.17
1,2024-01-01 07:18:07,0.18
1,2024-01-01 07:19:08,0.19
1,2024-01-01 07:20:07,0.21
1,2024-01-01 07:21:07,0.21
1,2024-01-01 07:22:07,0.26
1,2024-01-01 07:23:07,0.25
1,2024-01-01 07:24:07,0.26
1,2024-01-01 07:25:07,0.27
1,2024-01-01 07:26:07,0.26
1,2024-01-01 07:27:08,0.24
1,2024-01-01 07:28:08,0.25
1,2024-01-01 07:29:08,0.26
1,2024-01-01 07:30:08,0.28
1,2024-01-01 07:31:08,0.28
1,2024-01-01 07:32:08,0.31
1,2024-01-01 07:33:08,0.37
1,2024-01-01 07:34:08,0.42
1,2024-01-01 07:35:08,0.43
1,2024-01-01 07:36:08,0.51
1,2024-01-01 07:37:08,0.55
1,2024-01-01 07:38:08,0.59
1,2024-01-01 07:39:07,0.73
1,2024-01-01 07:40:07,0.76
1,2024-01-01 07:41:07,0.9
1,2024-01-01 07:42:07,1.08
1,2024-01-01 07:43:07,1.04
1,2024-01-01 07:44:07,1.02
1,2024-01-01 07:45:07,1.11
