LocationCode,DateTime,Power(mW)
4,2024-04-18 05:17:06,0.0
4,2024-04-18 05:18:06,0.0
4,2024-04-18 05:19:06,0.0
4,2024-04-18 05:20:06,0.0
4,2024-04-18 05:21:06,0.0
4,2024-04-18 05:22:06,0.0
4,2024-04-18 05:23:06,0.0
4,2024-04-18 05:24:06,0.0
4,2024-04-18 05:25:06,0.02
4,2024-04-18 05:26:06,0.02
4,2024-04-18 05:27:06,0.02
4,2024-04-18 05:28:06,0.03
4,2024-04-18 05:29:06,0.04
4,2024-04-18 05:30:06,0.04
4,2024-04-18 05:31:06,0.07
4,2024-04-18 05:32:06,0.07
4,2024-04-18 05:33:06,0.08
4,2024-04-18 05:34:06,0.09
4,2024-04-18 05:35:06,0.14
4,2024-04-18 05:36:06,0.15
4,2024-04-18 05:37:06,0.16
4,2024-04-18 05:38:06,0.23
4,2024-04-18 05:39:06,0.23
4,2024-04-18 05:40:06,0.31
4,2024-04-18 05:41:06,0.37
4,2024-04-18 05:42:06,0.5
4,2024-04-18 05:43:06,0.7
4,2024-04-18 05:44:06,0.88
4,2024-04-18 05:45:06,1.1
4,2024-04-18 05:46:06,1.33
4,2024-04-18 05:47:06,1.62
4,2024-04-18 05:48:06,2.2
4,2024-04-18 05:49:06,2.85
4,2024-04-18 05:50:06,3.56
4,2024-04-18 05:51:06,4.22
4,2024-04-18 05:52:06,5.07
4,2024-04-18 05:53:06,6.1
4,2024-04-18 05:54:06,7.13
4,2024-04-18 05:55:06,8.04
4,2024-04-18 05:56:06,9.3
4,2024-04-18 05:57:06,10.68
4,2024-04-18 05:58:06,12.65
4,2024-04-18 05:59:06,14.42
4,2024-04-18 06:00:06,15.91
4,2024-04-18 06:01:06,17.02
4,2024-04-18 06:02:06,17.83
4,2024-04-18 06:03:06,18.02
4,2024-04-18 06:04:06,18.53
4,2024-04-18 06:05:06,18.61
4,2024-04-18 06:06:06,18.85
4,2024-04-18 06:07:06,18.85
4,2024-04-18 06:08:06,18.96
4,2024-04-18 06:09:06,19.48
4,2024-04-18 06:10:06,19.73
4,2024-04-18 06:11:06,20.75
4,2024-04-18 06:12:06,20.58
4,2024-04-18 06:13:06,19.76
4,2024-04-18 06:14:06,19.57
4,2024-04-18 06:15:06,19.09
4,2024-04-18 06:16:06,19.04
4,2024-04-18 06:17:06,18.85
4,2024-04-18 06:18:06,18.85
4,2024-04-18 06:19:06,18.45
4,2024-04-18 06:20:06,18.48
4,2024-04-18 06:21:06,18.53
4,2024-04-18 06:22:06,18.85
4,2024-04-18 06:23:06,19.73
4,2024-04-18 06:24:06,21.38
4,2024-04-18 06:25:06,22.58
4,2024-04-18 06:26:06,24.56
4,2024-04-18 06:27:06,27.26
4,2024-04-18 06:28:06,29.6
4,2024-04-18 06:29:06,31.62
4,2024-04-18 06:30:06,31.82
4,2024-04-18 06:31:06,28.52
4,2024-04-18 06:32:06,24.56
4,2024-04-18 06:33:06,20.8
4,2024-04-18 06:34:06,16.92
4,2024-04-18 06:35:06,14.11
4,2024-04-18 06:36:06,11.84
4,2024-04-18 06:37:06,10.66
4,2024-04-18 06:38:06,11.14
4,2024-04-18 06:39:06,12.61
4,2024-04-18 06:40:06,13.74
4,2024-04-18 06:41:06,15.19
4,2024-04-18 06:42:06,16.61
4,2024-04-18 06:43:06,16.99
4,2024-04-18 06:44:06,17.71
4,2024-04-18 06:45:06,17.1
4,2024-04-18 06:46:06,18.53
4,2024-04-18 06:47:06,20.97
4,2024-04-18 06:48:06,24.62
4,2024-04-18 06:49:06,26.0
4,2024-04-18 06:50:06,26.13
4,2024-04-18 06:51:06,25.08
4,2024-04-18 06:52:06,22.7
4,2024-04-18 06:53:06,18.56
4,2024-04-18 06:54:06,15.34
4,2024-04-18 06:55:06,14.9
4,2024-04-18 06:56:06,14.14
4,2024-04-18 06:57:06,13.6
4,2024-04-18 06:58:06,13.4
4,2024-04-18 06:59:06,13.71
4,2024-04-18 07:00:06,15.12
4,2024-04-18 07:01:06,16.87
4,2024-04-18 07:02:06,18.93
4,2024-04-18 07:03:06,21.38
4,2024-04-18 07:04:06,23.9
4,2024-04-18 07:05:06,26.28
4,2024-04-18 07:06:06,26.13
4,2024-04-18 07:07:06,26.0
4,2024-04-18 07:08:06,26.13
4,2024-04-18 07:09:06,25.91
4,2024-04-18 07:10:06,25.36
4,2024-04-18 07:11:06,28.03
4,2024-04-18 07:12:06,31.82
4,2024-04-18 07:13:06,34.3
4,2024-04-18 07:14:06,33.45
4,2024-04-18 07:15:06,31.78
4,2024-04-18 07:16:06,29.16
4,2024-04-18 07:17:06,26.84
4,2024-04-18 07:18:06,23.67
4,2024-04-18 07:19:06,19.65
4,2024-04-18 07:20:06,17.63
4,2024-04-18 07:21:06,16.99
4,2024-04-18 07:22:06,16.69
4,2024-04-18 07:23:06,16.64
4,2024-04-18 07:24:06,17.63
4,2024-04-18 07:25:06,19.68
4,2024-04-18 07:26:06,23.49
4,2024-04-18 07:27:06,27.32
4,2024-04-18 07:28:06,30.66
4,2024-04-18 07:29:06,32.03
4,2024-04-18 07:30:06,32.14
4,2024-04-18 07:31:06,33.24
4,2024-04-18 07:32:06,33.56
4,2024-04-18 07:33:06,34.19
4,2024-04-18 07:34:06,35.93
4,2024-04-18 07:35:06,42.48
4,2024-04-18 07:36:06,53.99
4,2024-04-18 07:37:06,66.75
4,2024-04-18 07:38:06,73.79
4,2024-04-18 07:39:06,79.31
4,2024-04-18 07:40:06,86.86
4,2024-04-18 07:41:06,87.2
4,2024-04-18 07:42:06,87.48
4,2024-04-18 07:43:06,87.03
4,2024-04-18 07:44:06,83.26
4,2024-04-18 07:45:06,82.0
4,2024-04-18 07:46:06,91.7
4,2024-04-18 07:47:06,168.17
4,2024-04-18 07:48:06,162.4
4,2024-04-18 07:49:06,146.3
4,2024-04-18 07:50:06,260.78
4,2024-04-18 07:51:06,275.73
4,2024-04-18 07:52:06,126.07
4,2024-04-18 07:53:06,121.6
4,2024-04-18 07:54:06,118.52
4,2024-04-18 07:55:06,123.62
4,2024-04-18 07:56:06,119.0
4,2024-04-18 07:57:06,102.04
4,2024-04-18 07:58:06,83.93
4,2024-04-18 07:59:06,74.2
4,2024-04-18 08:00:06,73.79
4,2024-04-18 08:01:06,77.92
4,2024-04-18 08:02:06,87.31
4,2024-04-18 08:03:06,98.39
4,2024-04-18 08:04:06,109.56
4,2024-04-18 08:05:06,120.72
4,2024-04-18 08:06:06,126.2
4,2024-04-18 08:07:06,128.46
4,2024-04-18 08:08:06,128.34
4,2024-04-18 08:09:06,125.99
4,2024-04-18 08:10:06,118.52
4,2024-04-18 08:11:06,113.99
4,2024-04-18 08:12:06,114.66
4,2024-04-18 08:13:06,111.16
4,2024-04-18 08:14:06,104.26
4,2024-04-18 08:15:06,102.23
4,2024-04-18 08:16:06,105.47
4,2024-04-18 08:17:06,113.41
4,2024-04-18 08:18:06,121.0
4,2024-04-18 08:19:06,135.8
4,2024-04-18 08:20:06,148.74
4,2024-04-18 08:21:06,162.54
4,2024-04-18 08:22:06,179.48
4,2024-04-18 08:23:06,75.84
4,2024-04-18 08:24:06,83.66
4,2024-04-18 08:25:06,101.02
4,2024-04-18 08:26:06,121.4
4,2024-04-18 08:27:06,209.87
4,2024-04-18 08:28:06,271.08
4,2024-04-18 08:29:06,344.42
4,2024-04-18 08:30:06,403.55
4,2024-04-18 08:31:06,482.8
4,2024-04-18 08:32:06,458.25
4,2024-04-18 08:33:06,370.52
4,2024-04-18 08:34:06,532.56
4,2024-04-18 08:35:06,546.13
4,2024-04-18 08:36:06,187.99
4,2024-04-18 08:37:06,198.56
4,2024-04-18 08:38:06,254.62
4,2024-04-18 08:39:06,100.39
4,2024-04-18 08:40:06,81.44
4,2024-04-18 08:41:06,66.54
4,2024-04-18 08:42:06,134.32
4,2024-04-18 08:43:06,132.92
4,2024-04-18 08:44:06,119.4
4,2024-04-18 08:45:06,111.67
4,2024-04-18 08:46:06,96.05
4,2024-04-18 08:47:06,80.03
4,2024-04-18 08:48:06,70.16
4,2024-04-18 08:49:06,65.42
4,2024-04-18 08:50:06,64.76
4,2024-04-18 08:51:06,75.84
4,2024-04-18 08:52:06,64.91
4,2024-04-18 08:53:06,55.03
4,2024-04-18 08:54:06,62.58
4,2024-04-18 08:55:06,87.65
4,2024-04-18 08:56:06,89.19
4,2024-04-18 08:57:06,70.07
4,2024-04-18 08:58:06,67.79
4,2024-04-18 08:59:06,71.85
4,2024-04-18 09:00:06,82.27
4,2024-04-18 09:01:06,92.33
4,2024-04-18 09:02:06,108.98
4,2024-04-18 09:03:06,133.26
4,2024-04-18 09:04:06,605.52
4,2024-04-18 09:05:06,230.63
4,2024-04-18 09:06:06,133.14
4,2024-04-18 09:07:06,59.5
4,2024-04-18 09:08:06,96.3
4,2024-04-18 09:09:06,94.52
4,2024-04-18 09:10:06,104.83
4,2024-04-18 09:11:06,109.75
4,2024-04-18 09:12:06,92.51
4,2024-04-18 09:13:06,54.62
4,2024-04-18 09:14:06,25.81
4,2024-04-18 09:15:06,11.35
4,2024-04-18 09:16:06,5.48
4,2024-04-18 09:17:06,3.28
4,2024-04-18 09:18:06,2.14
4,2024-04-18 09:19:06,1.29
4,2024-04-18 09:20:06,0.71
4,2024-04-18 09:21:06,0.54
4,2024-04-18 09:22:06,0.54
4,2024-04-18 09:23:06,0.7
4,2024-04-18 09:24:06,0.84
4,2024-04-18 09:25:06,0.74
4,2024-04-18 09:26:06,0.53
4,2024-04-18 09:27:06,0.36
4,2024-04-18 09:28:06,0.5
4,2024-04-18 09:29:06,0.73
4,2024-04-18 09:30:06,0.62
4,2024-04-18 09:31:06,0.36
4,2024-04-18 09:32:06,0.16
4,2024-04-18 09:33:06,0.16
4,2024-04-18 09:34:06,0.24
4,2024-04-18 09:35:06,0.36
4,2024-04-18 09:36:06,0.42
4,2024-04-18 09:37:06,0.73
4,2024-04-18 09:38:06,1.06
4,2024-04-18 09:39:06,1.9
4,2024-04-18 09:40:06,3.69
4,2024-04-18 09:41:06,7.83
4,2024-04-18 09:42:06,13.53
4,2024-04-18 09:43:06,13.23
4,2024-04-18 09:44:06,17.02
4,2024-04-18 09:45:06,27.26
4,2024-04-18 09:46:06,29.8
4,2024-04-18 09:47:06,27.36
4,2024-04-18 09:48:06,7.83
4,2024-04-18 09:49:06,4.03
4,2024-04-18 09:50:06,2.12
4,2024-04-18 09:51:06,1.65
4,2024-04-18 09:52:06,0.9
4,2024-04-18 09:53:06,1.25
4,2024-04-18 09:54:06,2.94
4,2024-04-18 09:55:06,10.68
4,2024-04-18 09:56:06,34.02
4,2024-04-18 09:57:06,49.48
4,2024-04-18 09:58:06,66.3
4,2024-04-18 09:59:06,53.06
4,2024-04-18 10:00:06,61.06
4,2024-04-18 10:01:06,51.82
4,2024-04-18 10:02:06,34.34
4,2024-04-18 10:03:06,19.48
4,2024-04-18 10:04:06,14.21
4,2024-04-18 10:05:06,12.71
4,2024-04-18 10:06:06,9.27
4,2024-04-18 10:07:06,9.07
4,2024-04-18 10:08:06,7.85
4,2024-04-18 10:09:06,6.75
4,2024-04-18 10:10:06,6.82
4,2024-04-18 10:11:06,8.04
4,2024-04-18 10:12:06,9.39
4,2024-04-18 10:13:06,12.54
4,2024-04-18 10:14:06,21.38
4,2024-04-18 10:15:06,31.82
4,2024-04-18 10:16:06,38.14
4,2024-04-18 10:17:06,42.48
4,2024-04-18 10:18:06,54.35
4,2024-04-18 10:19:06,73.63
4,2024-04-18 10:20:06,62.93
4,2024-04-18 10:21:06,34.62
4,2024-04-18 10:22:06,37.07
4,2024-04-18 10:23:06,46.62
4,2024-04-18 10:24:06,42.31
4,2024-04-18 10:25:06,40.95
4,2024-04-18 10:26:06,43.8
4,2024-04-18 10:27:06,47.87
4,2024-04-18 10:28:06,45.01
4,2024-04-18 10:29:06,42.55
4,2024-04-18 10:30:06,42.72
4,2024-04-18 10:31:06,35.64
4,2024-04-18 10:32:06,34.88
4,2024-04-18 10:33:06,30.05
4,2024-04-18 10:34:06,28.13
4,2024-04-18 10:35:06,23.72
4,2024-04-18 10:36:06,30.7
4,2024-04-18 10:37:06,21.81
4,2024-04-18 10:38:06,24.44
4,2024-04-18 10:39:06,34.08
4,2024-04-18 10:40:06,34.19
