LocationCode,DateTime,Power(mW)
12,2024-03-01 15:41:28,1.62
12,2024-03-01 15:42:22,1.6
12,2024-03-01 15:43:22,1.58
12,2024-03-01 15:44:22,1.38
12,2024-03-01 15:45:22,1.31
12,2024-03-01 15:46:22,1.4
12,2024-03-01 15:47:22,1.65
12,2024-03-01 15:48:22,2.32
12,2024-03-01 15:49:22,2.58
12,2024-03-01 15:50:22,2.77
12,2024-03-01 15:51:22,2.26
12,2024-03-01 15:52:22,1.9
12,2024-03-01 15:53:22,1.89
12,2024-03-01 15:54:22,1.61
12,2024-03-01 15:55:22,1.5
12,2024-03-01 15:56:22,1.34
12,2024-03-01 15:57:22,1.54
12,2024-03-01 15:58:22,1.63
12,2024-03-01 15:59:22,1.61
12,2024-03-01 16:00:22,1.29
12,2024-03-01 16:01:22,1.07
12,2024-03-01 16:02:22,1.31
12,2024-03-01 16:03:22,1.31
12,2024-03-01 16:04:22,1.09
12,2024-03-01 16:05:22,1.09
12,2024-03-01 16:06:22,1.3
12,2024-03-01 16:07:22,1.53
12,2024-03-01 16:08:22,1.51
12,2024-03-01 16:09:22,1.12
12,2024-03-01 16:10:22,1.31
12,2024-03-01 16:11:22,1.05
12,2024-03-01 16:12:22,0.84
12,2024-03-01 16:13:22,0.84
12,2024-03-01 16:14:22,0.83
12,2024-03-01 16:15:22,0.88
12,2024-03-01 16:16:22,0.7
12,2024-03-01 16:17:22,0.73
12,2024-03-01 16:18:22,0.72
12,2024-03-01 16:19:22,0.85
12,2024-03-01 16:20:22,0.68
12,2024-03-01 16:21:22,0.5
12,2024-03-01 16:22:22,0.38
12,2024-03-01 16:23:22,0.35
12,2024-03-01 16:24:22,0.33
12,2024-03-01 16:25:22,0.26
12,2024-03-01 16:26:22,0.22
12,2024-03-01 16:27:22,0.25
12,2024-03-01 16:28:22,0.35
12,2024-03-01 16:29:22,0.34
12,2024-03-01 16:30:22,0.33
12,2024-03-01 16:31:22,0.36
12,2024-03-01 16:32:22,0.33
12,2024-03-01 16:33:22,0.25
12,2024-03-01 16:34:22,0.23
12,2024-03-01 16:35:22,0.31
12,2024-03-01 16:36:22,0.34
12,2024-03-01 16:37:22,0.37
12,2024-03-01 16:38:22,0.38
12,2024-03-01 16:39:22,0.38
12,2024-03-01 16:40:22,0.37
12,2024-03-01 16:41:22,0.37
12,2024-03-01 16:42:22,0.48
12,2024-03-01 16:43:22,0.61
12,2024-03-01 16:44:22,0.67
12,2024-03-01 16:45:22,0.7
12,2024-03-01 16:46:22,0.75
12,2024-03-01 16:47:22,0.7
12,2024-03-01 16:48:22,0.67
12,2024-03-01 16:49:22,0.53
12,2024-03-01 16:50:22,0.4
12,2024-03-01 16:51:22,0.36
12,2024-03-01 16:52:22,0.32
12,2024-03-01 16:53:22,0.32
12,2024-03-01 16:54:22,0.36
12,2024-03-01 16:55:22,0.32
12,2024-03-01 16:56:22,0.18
12,2024-03-01 16:57:22,0.09
12,2024-03-01 16:58:22,0.07
12,2024-03-01 16:59:22,0.07
12,2024-03-01 17:00:22,0.07
12,2024-03-01 17:01:22,0.08
12,2024-03-01 17:02:22,0.13
