LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction
3,2024-03-09 14:06:00,12.28,197.37,230.49,49.01,0.51,1.0,16.8,16.97
3,2024-03-09 14:07:00,16.26,197.37,230.75,48.83,0.51,1.0,16.8,16.97
3,2024-03-09 14:08:00,18.32,197.37,231.02,48.65,0.51,1.0,16.8,16.97
3,2024-03-09 14:09:00,16.49,197.37,231.28,48.48,0.51,1.0,16.8,16.97
3,2024-03-09 14:10:00,14.88,190.44,231.55,48.3,0.49,0.9,16.9,15.38
3,2024-03-09 14:11:00,16.57,190.44,231.81,48.12,0.49,0.9,16.9,15.38
3,2024-03-09 14:12:00,22.32,190.44,232.07,47.94,0.49,0.9,16.9,15.38
3,2024-03-09 14:13:00,30.05,190.44,232.32,47.76,0.49,0.9,16.9,15.38
3,2024-03-09 14:14:00,31.41,190.44,232.58,47.58,0.49,0.9,16.9,15.38
3,2024-03-09 14:15:00,29.1,190.44,232.83,47.4,0.49,0.9,16.9,15.38
3,2024-03-09 14:16:00,29.06,190.44,233.08,47.21,0.49,0.9,16.9,15.38
3,2024-03-09 14:17:00,31.05,190.44,233.33,47.03,0.49,0.9,16.9,15.38
3,2024-03-09 14:18:00,28.7,190.44,233.58,46.85,0.49,0.9,16.9,15.38
3,2024-03-09 14:19:00,33.87,190.44,233.82,46.67,0.49,0.9,16.9,15.38
3,2024-03-09 14:20:00,35.2,183.52,234.07,46.48,0.48,0.9,16.8,15.29
3,2024-03-09 14:21:00,33.65,183.52,234.31,46.3,0.48,0.9,16.8,15.29
3,2024-03-09 14:22:00,30.89,183.52,234.55,46.11,0.48,0.9,16.8,15.29
3,2024-03-09 14:23:00,29.06,183.52,234.79,45.92,0.48,0.9,16.8,15.29
3,2024-03-09 14:24:00,27.73,183.52,235.02,45.74,0.48,0.9,16.8,15.29
3,2024-03-09 14:25:00,27.73,183.52,235.26,45.55,0.48,0.9,16.8,15.29
3,2024-03-09 14:26:00,28.7,183.52,235.49,45.36,0.48,0.9,16.8,15.29
3,2024-03-09 14:27:00,25.29,183.52,235.73,45.17,0.48,0.9,16.8,15.29
3,2024-03-09 14:28:00,25.66,183.52,235.96,44.99,0.48,0.9,16.8,15.29
3,2024-03-09 14:29:00,24.16,183.52,236.19,44.8,0.48,0.9,16.8,15.29
3,2024-03-09 14:30:00,22.35,176.59,236.41,44.61,0.46,0.8,16.7,13.53
3,2024-03-09 14:31:00,21.29,176.59,236.64,44.42,0.46,0.8,16.7,13.53
3,2024-03-09 14:32:00,23.31,176.59,236.86,44.23,0.46,0.8,16.7,13.53
3,2024-03-09 14:33:00,27.83,176.59,237.08,44.03,0.46,0.8,16.7,13.53
3,2024-03-09 14:34:00,31.16,176.59,237.31,43.84,0.46,0.8,16.7,13.53
3,2024-03-09 14:35:00,29.95,176.59,237.53,43.65,0.46,0.8,16.7,13.53
3,2024-03-09 14:36:00,22.26,176.59,237.74,43.46,0.46,0.8,16.7,13.53
3,2024-03-09 14:37:00,17.32,176.59,237.96,43.26,0.46,0.8,16.7,13.53
3,2024-03-09 14:38:00,15.54,176.59,238.18,43.07,0.46,0.8,16.7,13.53
3,2024-03-09 14:39:00,15.76,176.59,238.39,42.88,0.46,0.8,16.7,13.53
3,2024-03-09 14:40:00,16.64,168.52,238.6,42.68,0.44,0.7,16.8,11.93
3,2024-03-09 14:41:00,17.39,168.52,238.81,42.49,0.44,0.7,16.8,11.93
3,2024-03-09 14:42:00,17.36,168.52,239.02,42.29,0.44,0.7,16.8,11.93
3,2024-03-09 14:43:00,18.0,168.52,239.23,42.1,0.44,0.7,16.8,11.93
