LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction
11,2024-02-28 06:19:00,0.01,2.83,98.85,0.09,0.02,0.0,15.7,0.16
11,2024-02-28 06:20:00,0.02,5.65,98.95,0.28,0.03,0.0,15.6,0.16
11,2024-02-28 06:21:00,0.02,5.65,99.05,0.47,0.03,0.0,15.6,0.16
11,2024-02-28 06:22:00,0.02,5.65,99.15,0.66,0.03,0.0,15.6,0.16
11,2024-02-28 06:23:00,0.03,5.65,99.25,0.86,0.03,0.0,15.6,0.16
11,2024-02-28 06:24:00,0.06,5.65,99.35,1.06,0.03,0.0,15.6,0.16
11,2024-02-28 06:25:00,0.06,5.65,99.45,1.26,0.03,0.0,15.6,0.16
11,2024-02-28 06:26:00,0.12,5.65,99.56,1.46,0.03,0.0,15.6,0.16
11,2024-02-28 06:27:00,0.15,5.65,99.66,1.67,0.03,0.0,15.6,0.16
11,2024-02-28 06:28:00,0.17,5.65,99.76,1.88,0.03,0.0,15.6,0.16
11,2024-02-28 06:29:00,0.24,5.65,99.86,2.08,0.03,0.0,15.6,0.16
11,2024-02-28 06:30:00,0.31,8.48,99.97,2.29,0.05,0.0,15.7,0.16
11,2024-02-28 06:31:00,0.33,8.48,100.07,2.51,0.05,0.0,15.7,0.16
11,2024-02-28 06:32:00,0.38,8.48,100.17,2.72,0.05,0.0,15.7,0.16
11,2024-02-28 06:33:00,0.46,8.48,100.27,2.93,0.05,0.0,15.7,0.16
11,2024-02-28 06:34:00,0.56,8.48,100.38,3.15,0.05,0.0,15.7,0.16
11,2024-02-28 06:35:00,0.5,8.48,100.48,3.36,0.05,0.0,15.7,0.16
11,2024-02-28 06:36:00,0.6,8.48,100.59,3.58,0.05,0.0,15.7,0.16
11,2024-02-28 06:37:00,0.62,8.48,100.69,3.79,0.05,0.0,15.7,0.16
11,2024-02-28 06:38:00,0.64,8.48,100.79,4.01,0.05,0.0,15.7,0.16
11,2024-02-28 06:39:00,0.68,8.48,100.9,4.23,0.05,0.0,15.7,0.16
11,2024-02-28 06:40:00,0.79,16.92,101.0,4.44,0.07,0.0,15.7,0.16
11,2024-02-28 06:41:00,0.85,16.92,101.11,4.66,0.07,0.0,15.7,0.16
11,2024-02-28 06:42:00,0.89,16.92,101.21,4.88,0.07,0.0,15.7,0.16
11,2024-02-28 06:43:00,1.03,16.92,101.32,5.1,0.07,0.0,15.7,0.16
11,2024-02-28 06:44:00,1.08,16.92,101.42,5.32,0.07,0.0,15.7,0.16
11,2024-02-28 06:45:00,1.22,16.92,101.53,5.54,0.07,0.0,15.7,0.16
11,2024-02-28 06:46:00,1.28,16.92,101.63,5.75,0.07,0.0,15.7,0.16
11,2024-02-28 06:47:00,1.46,16.92,101.74,5.97,0.07,0.0,15.7,0.16
11,2024-02-28 06:48:00,1.57,16.92,101.85,6.19,0.07,0.0,15.7,0.16
11,2024-02-28 06:49:00,1.84,16.92,101.95,6.41,0.07,0.0,15.7,0.16
11,2024-02-28 06:50:00,2.18,25.36,102.06,6.63,0.08,0.0,15.9,0.16
11,2024-02-28 06:51:00,2.8,25.36,102.17,6.85,0.08,0.0,15.9,0.16
11,2024-02-28 06:52:00,3.16,25.36,102.27,7.07,0.08,0.0,15.9,0.16
11,2024-02-28 06:53:00,3.3,25.36,102.38,7.29,0.08,0.0,15.9,0.16
11,2024-02-28 06:54:00,3.35,25.36,102.49,7.51,0.08,0.0,15.9,0.16
11,2024-02-28 06:55:00,3.56,25.36,102.6,7.73,0.08,0.0,15.9,0.16
11,2024-02-28 06:56:00,3.73,25.36,102.7,7.95,0.08,0.0,15.9,0.16
11,2024-02-28 06:57:00,4.1,25.36,102.81,8.17,0.08,0.0,15.9,0.16
11,2024-02-28 06:58:00,4.1,25.36,102.92,8.39,0.08,0.0,15.9,0.16
11,2024-02-28 06:59:00,4.36,25.36,103.03,8.61,0.08,0.0,15.9,0.16
11,2024-02-28 07:00:00,4.16,33.8,103.14,8.83,0.1,0.1,16.1,1.77
11,2024-02-28 07:01:00,3.67,33.8,103.25,9.05,0.1,0.1,16.1,1.77
11,2024-02-28 07:02:00,3.91,33.8,103.36,9.28,0.1,0.1,16.1,1.77
11,2024-02-28 07:03:00,4.13,33.8,103.47,9.5,0.1,0.1,16.1,1.77
11,2024-02-28 07:04:00,4.56,33.8,103.58,9.72,0.1,0.1,16.1,1.77
11,2024-02-28 07:05:00,6.62,33.8,103.69,9.94,0.1,0.1,16.1,1.77
11,2024-02-28 07:06:00,12.67,33.8,103.8,10.16,0.1,0.1,16.1,1.77
11,2024-02-28 07:07:00,15.24,33.8,103.91,10.38,0.1,0.1,16.1,1.77
11,2024-02-28 07:08:00,19.12,33.8,104.02,10.6,0.1,0.1,16.1,1.77
11,2024-02-28 07:09:00,23.11,33.8,104.14,10.82,0.1,0.1,16.1,1.77
11,2024-02-28 07:10:00,17.1,43.45,104.25,11.04,0.2,0.1,16.2,1.78
11,2024-02-28 07:11:00,6.1,43.45,104.36,11.26,0.2,0.1,16.2,1.78
11,2024-02-28 07:12:00,4.4,43.45,104.47,11.48,0.2,0.1,16.2,1.78
11,2024-02-28 07:13:00,4.54,43.45,104.59,11.7,0.2,0.1,16.2,1.78
11,2024-02-28 07:14:00,5.0,43.45,104.7,11.92,0.2,0.1,16.2,1.78
11,2024-02-28 07:15:00,5.54,43.45,104.81,12.14,0.2,0.1,16.2,1.78
11,2024-02-28 07:16:00,6.05,43.45,104.93,12.36,0.2,0.1,16.2,1.78
11,2024-02-28 07:17:00,6.75,43.45,105.04,12.57,0.2,0.1,16.2,1.78
11,2024-02-28 07:18:00,6.53,43.45,105.16,12.79,0.2,0.1,16.2,1.78
11,2024-02-28 07:19:00,6.56,43.45,105.27,13.01,0.2,0.1,16.2,1.78
11,2024-02-28 07:20:00,6.82,53.1,105.39,13.23,0.3,0.1,16.4,1.8
11,2024-02-28 07:21:00,7.15,53.1,105.5,13.45,0.3,0.1,16.4,1.8
11,2024-02-28 07:22:00,7.73,53.1,105.62,13.67,0.3,0.1,16.4,1.8
11,2024-02-28 07:23:00,7.8,53.1,105.73,13.89,0.3,0.1,16.4,1.8
11,2024-02-28 07:24:00,9.05,53.1,105.85,14.11,0.3,0.1,16.4,1.8
11,2024-02-28 07:25:00,8.42,53.1,105.97,14.33,0.3,0.1,16.4,1.8
11,2024-02-28 07:26:00,9.63,53.1,106.09,14.55,0.3,0.1,16.4,1.8
11,2024-02-28 07:27:00,9.02,53.1,106.2,14.77,0.3,0.1,16.4,1.8
11,2024-02-28 07:28:00,9.18,53.1,106.32,14.98,0.3,0.1,16.4,1.8
11,2024-02-28 07:29:00,9.05,53.1,106.44,15.2,0.3,0.1,16.4,1.8
11,2024-02-28 07:30:00,8.62,62.75,106.56,15.42,0.4,0.2,16.5,3.47
11,2024-02-28 07:31:00,9.22,62.75,106.68,15.64,0.4,0.2,16.5,3.47
11,2024-02-28 07:32:00,10.62,62.75,106.8,15.86,0.4,0.2,16.5,3.47
11,2024-02-28 07:33:00,14.11,62.75,106.92,16.08,0.4,0.2,16.5,3.47
11,2024-02-28 07:34:00,17.15,62.75,107.04,16.29,0.4,0.2,16.5,3.47
11,2024-02-28 07:35:00,18.93,62.75,107.16,16.51,0.4,0.2,16.5,3.47
11,2024-02-28 07:36:00,31.01,62.75,107.28,16.73,0.4,0.2,16.5,3.47
11,2024-02-28 07:37:00,41.61,62.75,107.4,16.95,0.4,0.2,16.5,3.47
11,2024-02-28 07:38:00,65.86,62.75,107.53,17.16,0.4,0.2,16.5,3.47
11,2024-02-28 07:39:00,51.56,62.75,107.65,17.38,0.4,0.2,16.5,3.47
11,2024-02-28 07:40:00,72.48,72.55,107.77,17.6,0.49,0.3,16.6,5.15
11,2024-02-28 07:41:00,115.76,72.55,107.9,17.81,0.49,0.3,16.6,5.15
11,2024-02-28 07:42:00,82.67,72.55,108.02,18.03,0.49,0.3,16.6,5.15
11,2024-02-28 07:43:00,50.39,72.55,108.14,18.25,0.49,0.3,16.6,5.15
11,2024-02-28 07:44:00,38.71,72.55,108.27,18.46,0.49,0.3,16.6,5.15
11,2024-02-28 07:45:00,40.21,72.55,108.39,18.68,0.49,0.3,16.6,5.15
11,2024-02-28 07:46:00,67.2,72.55,108.52,18.9,0.49,0.3,16.6,5.15
11,2024-02-28 07:47:00,67.05,72.55,108.65,19.11,0.49,0.3,16.6,5.15
11,2024-02-28 07:48:00,110.02,72.55,108.77,19.33,0.49,0.3,16.6,5.15
11,2024-02-28 07:49:00,146.08,72.55,108.9,19.55,0.49,0.3,16.6,5.15
11,2024-02-28 07:50:00,124.15,82.35,109.03,19.76,0.59,0.4,17.0,6.97
11,2024-02-28 07:51:00,78.83,82.35,109.16,19.98,0.59,0.4,17.0,6.97
11,2024-02-28 07:52:00,67.5,82.35,109.29,20.19,0.59,0.4,17.0,6.97
11,2024-02-28 07:53:00,70.93,82.35,109.42,20.41,0.59,0.4,17.0,6.97
11,2024-02-28 07:54:00,84.1,82.35,109.55,20.62,0.59,0.4,17.0,6.97
11,2024-02-28 07:55:00,196.76,82.35,109.68,20.84,0.59,0.4,17.0,6.97
11,2024-02-28 07:56:00,87.82,82.35,109.81,21.05,0.59,0.4,17.0,6.97
11,2024-02-28 07:57:00,80.69,82.35,109.94,21.27,0.59,0.4,17.0,6.97
11,2024-02-28 07:58:00,90.58,82.35,110.07,21.48,0.59,0.4,17.0,6.97
