LocationCode,DateTime,Power(mW),GHI,Azimuth,Elevation,Solarinsolation,H_UVI,TEMP,H_UVI_TEMP_interaction
5,2024-04-21 16:32:00,234.75,82.42,273.42,23.07,0.5,1.6,28.4,45.72
5,2024-04-21 16:33:00,94.14,82.42,273.52,22.84,0.5,1.6,28.4,45.72
5,2024-04-21 16:34:00,111.05,82.42,273.61,22.61,0.5,1.6,28.4,45.72
5,2024-04-21 16:35:00,196.04,82.42,273.71,22.39,0.5,1.6,28.4,45.72
5,2024-04-21 16:36:00,109.03,82.42,273.81,22.16,0.5,1.6,28.4,45.72
5,2024-04-21 16:37:00,130.51,82.42,273.9,21.93,0.5,1.6,28.4,45.72
5,2024-04-21 16:38:00,93.6,82.42,274.0,21.7,0.5,1.6,28.4,45.72
5,2024-04-21 16:39:00,98.55,82.42,274.09,21.48,0.5,1.6,28.4,45.72
5,2024-04-21 16:40:00,89.58,72.43,274.19,21.25,0.46,1.3,28.4,37.2
5,2024-04-21 16:41:00,79.78,72.43,274.28,21.02,0.46,1.3,28.4,37.2
5,2024-04-21 16:42:00,70.61,72.43,274.38,20.8,0.46,1.3,28.4,37.2
5,2024-04-21 16:43:00,75.59,72.43,274.47,20.57,0.46,1.3,28.4,37.2
5,2024-04-21 16:44:00,160.95,72.43,274.57,20.34,0.46,1.3,28.4,37.2
5,2024-04-21 16:45:00,158.65,72.43,274.66,20.11,0.46,1.3,28.4,37.2
5,2024-04-21 16:46:00,87.35,72.43,274.76,19.89,0.46,1.3,28.4,37.2
5,2024-04-21 16:47:00,79.12,72.43,274.85,19.66,0.46,1.3,28.4,37.2
5,2024-04-21 16:48:00,77.18,72.43,274.95,19.43,0.46,1.3,28.4,37.2
5,2024-04-21 16:49:00,55.14,72.43,275.04,19.21,0.46,1.3,28.4,37.2
5,2024-04-21 16:50:00,50.16,62.43,275.14,18.98,0.42,1.1,28.7,31.86
5,2024-04-21 16:51:00,49.5,62.43,275.23,18.75,0.42,1.1,28.7,31.86
5,2024-04-21 16:52:00,48.83,62.43,275.33,18.53,0.42,1.1,28.7,31.86
5,2024-04-21 16:53:00,45.94,62.43,275.42,18.3,0.42,1.1,28.7,31.86
5,2024-04-21 16:54:00,42.77,62.43,275.52,18.07,0.42,1.1,28.7,31.86
5,2024-04-21 16:55:00,39.09,62.43,275.61,17.85,0.42,1.1,28.7,31.86
5,2024-04-21 16:56:00,38.0,62.43,275.71,17.62,0.42,1.1,28.7,31.86
5,2024-04-21 16:57:00,41.47,62.43,275.8,17.39,0.42,1.1,28.7,31.86
5,2024-04-21 16:58:00,34.65,62.43,275.9,17.17,0.42,1.1,28.7,31.86
5,2024-04-21 16:59:00,31.97,62.43,275.99,16.94,0.42,1.1,28.7,31.86
5,2024-04-21 17:00:00,29.58,52.44,276.09,16.71,0.37,0.9,28.7,26.12
5,2024-04-21 17:01:00,26.55,52.44,276.18,16.49,0.37,0.9,28.7,26.12
5,2024-04-21 17:02:00,22.32,52.44,276.27,16.26,0.37,0.9,28.7,26.12
5,2024-04-21 17:03:00,19.16,52.44,276.37,16.03,0.37,0.9,28.7,26.12
5,2024-04-21 17:04:00,16.42,52.44,276.46,15.81,0.37,0.9,28.7,26.12
5,2024-04-21 17:05:00,14.62,52.44,276.56,15.58,0.37,0.9,28.7,26.12
5,2024-04-21 17:06:00,12.21,52.44,276.65,15.36,0.37,0.9,28.7,26.12
5,2024-04-21 17:07:00,10.0,52.44,276.75,15.13,0.37,0.9,28.7,26.12
5,2024-04-21 17:08:00,8.62,52.44,276.84,14.9,0.37,0.9,28.7,26.12
5,2024-04-21 17:09:00,8.05,52.44,276.94,14.68,0.37,0.9,28.7,26.12
5,2024-04-21 17:10:00,6.48,43.08,277.03,14.45,0.33,0.8,28.6,23.17
5,2024-04-21 17:11:00,5.37,43.08,277.13,14.23,0.33,0.8,28.6,23.17
5,2024-04-21 17:12:00,4.75,43.08,277.22,14.0,0.33,0.8,28.6,23.17
5,2024-04-21 17:13:00,4.26,43.08,277.32,13.78,0.33,0.8,28.6,23.17
5,2024-04-21 17:14:00,3.9,43.08,277.41,13.55,0.33,0.8,28.6,23.17
5,2024-04-21 17:15:00,3.46,43.08,277.51,13.33,0.33,0.8,28.6,23.17
5,2024-04-21 17:16:00,3.2,43.08,277.6,13.1,0.33,0.8,28.6,23.17
5,2024-04-21 17:17:00,3.13,43.08,277.69,12.88,0.33,0.8,28.6,23.17
5,2024-04-21 17:18:00,2.85,43.08,277.79,12.65,0.33,0.8,28.6,23.17
5,2024-04-21 17:19:00,2.77,43.08,277.88,12.42,0.33,0.8,28.6,23.17
5,2024-04-21 17:20:00,2.71,33.72,277.98,12.2,0.29,0.6,28.4,17.32
5,2024-04-21 17:21:00,2.69,33.72,278.07,11.98,0.29,0.6,28.4,17.32
5,2024-04-21 17:22:00,2.75,33.72,278.17,11.75,0.29,0.6,28.4,17.32
5,2024-04-21 17:23:00,2.77,33.72,278.26,11.53,0.29,0.6,28.4,17.32
5,2024-04-21 17:24:00,2.72,33.72,278.36,11.3,0.29,0.6,28.4,17.32
5,2024-04-21 17:25:00,2.71,33.72,278.46,11.08,0.29,0.6,28.4,17.32
5,2024-04-21 17:26:00,2.72,33.72,278.55,10.85,0.29,0.6,28.4,17.32
5,2024-04-21 17:27:00,2.72,33.72,278.65,10.63,0.29,0.6,28.4,17.32
5,2024-04-21 17:28:00,2.71,33.72,278.74,10.4,0.29,0.6,28.4,17.32
5,2024-04-21 17:29:00,2.64,33.72,278.84,10.18,0.29,0.6,28.4,17.32
5,2024-04-21 17:30:00,2.42,24.36,278.93,9.96,0.25,0.5,28.2,14.38
5,2024-04-21 17:31:00,2.21,24.36,279.03,9.73,0.25,0.5,28.2,14.38
5,2024-04-21 17:32:00,2.14,24.36,279.12,9.51,0.25,0.5,28.2,14.38
5,2024-04-21 17:33:00,2.06,24.36,279.22,9.29,0.25,0.5,28.2,14.38
5,2024-04-21 17:34:00,2.06,24.36,279.32,9.06,0.25,0.5,28.2,14.38
5,2024-04-21 17:35:00,2.12,24.36,279.41,8.84,0.25,0.5,28.2,14.38
5,2024-04-21 17:36:00,2.14,24.36,279.51,8.62,0.25,0.5,28.2,14.38
5,2024-04-21 17:37:00,2.14,24.36,279.6,8.39,0.25,0.5,28.2,14.38
5,2024-04-21 17:38:00,2.07,24.36,279.7,8.17,0.25,0.5,28.2,14.38
5,2024-04-21 17:39:00,2.02,24.36,279.8,7.95,0.25,0.5,28.2,14.38
5,2024-04-21 17:40:00,2.04,17.09,279.89,7.73,0.21,0.4,27.9,11.44
5,2024-04-21 17:41:00,2.07,17.09,279.99,7.51,0.21,0.4,27.9,11.44
5,2024-04-21 17:42:00,2.03,17.09,280.09,7.28,0.21,0.4,27.9,11.44
5,2024-04-21 17:43:00,2.06,17.09,280.18,7.06,0.21,0.4,27.9,11.44
5,2024-04-21 17:44:00,2.3,17.09,280.28,6.84,0.21,0.4,27.9,11.44
5,2024-04-21 17:45:00,2.13,17.09,280.38,6.62,0.21,0.4,27.9,11.44
5,2024-04-21 17:46:00,2.18,17.09,280.47,6.4,0.21,0.4,27.9,11.44
5,2024-04-21 17:47:00,2.12,17.09,280.57,6.18,0.21,0.4,27.9,11.44
5,2024-04-21 17:48:00,2.04,17.09,280.67,5.96,0.21,0.4,27.9,11.44
5,2024-04-21 17:49:00,1.78,17.09,280.77,5.74,0.21,0.4,27.9,11.44
5,2024-04-21 17:50:00,1.54,9.82,280.87,5.52,0.17,0.3,27.9,8.65
5,2024-04-21 17:51:00,1.3,9.82,280.96,5.3,0.17,0.3,27.9,8.65
5,2024-04-21 17:52:00,1.21,9.82,281.06,5.08,0.17,0.3,27.9,8.65
5,2024-04-21 17:53:00,1.02,9.82,281.16,4.86,0.17,0.3,27.9,8.65
5,2024-04-21 17:54:00,0.96,9.82,281.26,4.64,0.17,0.3,27.9,8.65
5,2024-04-21 17:55:00,0.79,9.82,281.36,4.43,0.17,0.3,27.9,8.65
5,2024-04-21 17:56:00,0.64,9.82,281.45,4.21,0.17,0.3,27.9,8.65
5,2024-04-21 17:57:00,0.59,9.82,281.55,3.99,0.17,0.3,27.9,8.65
5,2024-04-21 17:58:00,0.5,9.82,281.65,3.78,0.17,0.3,27.9,8.65
5,2024-04-21 17:59:00,0.45,9.82,281.75,3.56,0.17,0.3,27.9,8.65
5,2024-04-21 18:00:00,0.36,2.55,281.85,3.35,0.13,0.2,27.9,5.86
5,2024-04-21 18:01:00,0.33,2.55,281.95,3.14,0.13,0.2,27.9,5.86
5,2024-04-21 18:02:00,0.28,2.55,282.05,2.92,0.13,0.2,27.9,5.86
5,2024-04-21 18:03:00,0.24,2.55,282.15,2.71,0.13,0.2,27.9,5.86
5,2024-04-21 18:04:00,0.26,2.55,282.25,2.5,0.13,0.2,27.9,5.86
5,2024-04-21 18:05:00,0.22,2.55,282.35,2.29,0.13,0.2,27.9,5.86
5,2024-04-21 18:06:00,0.22,2.55,282.45,2.08,0.13,0.2,27.9,5.86
5,2024-04-21 18:07:00,0.22,2.55,282.55,1.88,0.13,0.2,27.9,5.86
5,2024-04-21 18:08:00,0.21,2.55,282.65,1.67,0.13,0.2,27.9,5.86
5,2024-04-21 18:09:00,0.2,2.55,282.75,1.47,0.13,0.2,27.9,5.86
5,2024-04-21 18:10:00,0.14,1.7,282.85,1.27,0.11,0.1,27.8,3.06
5,2024-04-21 18:11:00,0.12,1.7,282.95,1.07,0.11,0.1,27.8,3.06
5,2024-04-21 18:12:00,0.11,1.7,283.05,0.87,0.11,0.1,27.8,3.06
5,2024-04-21 18:13:00,0.1,1.7,283.15,0.68,0.11,0.1,27.8,3.06
5,2024-04-21 18:14:00,0.06,1.7,283.26,0.49,0.11,0.1,27.8,3.06
5,2024-04-21 18:15:00,0.05,1.7,283.36,0.3,0.11,0.1,27.8,3.06
5,2024-04-21 18:16:00,0.04,1.7,283.46,0.11,0.11,0.1,27.8,3.06
5,2024-04-22 05:28:00,0.03,1.86,76.37,0.12,0.05,0.0,24.4,0.24
5,2024-04-22 05:29:00,0.04,1.86,76.47,0.31,0.05,0.0,24.4,0.24
5,2024-04-22 05:30:00,0.06,2.79,76.58,0.5,0.05,0.0,24.3,0.24
5,2024-04-22 05:31:00,0.1,2.79,76.68,0.69,0.05,0.0,24.3,0.24
5,2024-04-22 05:32:00,0.08,2.79,76.78,0.88,0.05,0.0,24.3,0.24
5,2024-04-22 05:33:00,0.11,2.79,76.88,1.08,0.05,0.0,24.3,0.24
5,2024-04-22 05:34:00,0.14,2.79,76.98,1.28,0.05,0.0,24.3,0.24
5,2024-04-22 05:35:00,0.14,2.79,77.08,1.48,0.05,0.0,24.3,0.24
5,2024-04-22 05:36:00,0.2,2.79,77.18,1.68,0.05,0.0,24.3,0.24
5,2024-04-22 05:37:00,0.29,2.79,77.28,1.89,0.05,0.0,24.3,0.24
5,2024-04-22 05:38:00,0.32,2.79,77.38,2.1,0.05,0.0,24.3,0.24
5,2024-04-22 05:39:00,0.36,2.79,77.48,2.3,0.05,0.0,24.3,0.24
5,2024-04-22 05:40:00,0.48,10.13,77.58,2.51,0.05,0.0,24.2,0.24
5,2024-04-22 05:41:00,0.57,10.13,77.68,2.72,0.05,0.0,24.2,0.24
5,2024-04-22 05:42:00,0.68,10.13,77.78,2.94,0.05,0.0,24.2,0.24
5,2024-04-22 05:43:00,0.84,10.13,77.88,3.15,0.05,0.0,24.2,0.24
5,2024-04-22 05:44:00,1.07,10.13,77.98,3.36,0.05,0.0,24.2,0.24
5,2024-04-22 05:45:00,1.3,10.13,78.07,3.58,0.05,0.0,24.2,0.24
5,2024-04-22 05:46:00,1.51,10.13,78.17,3.79,0.05,0.0,24.2,0.24
5,2024-04-22 05:47:00,1.82,10.13,78.27,4.01,0.05,0.0,24.2,0.24
5,2024-04-22 05:48:00,2.06,10.13,78.37,4.22,0.05,0.0,24.2,0.24
5,2024-04-22 05:49:00,2.42,10.13,78.47,4.44,0.05,0.0,24.2,0.24
5,2024-04-22 05:50:00,2.74,17.47,78.57,4.66,0.05,0.0,24.6,0.25
5,2024-04-22 05:51:00,3.15,17.47,78.66,4.88,0.05,0.0,24.6,0.25
5,2024-04-22 05:52:00,3.53,17.47,78.76,5.09,0.05,0.0,24.6,0.25
5,2024-04-22 05:53:00,3.94,17.47,78.86,5.31,0.05,0.0,24.6,0.25
5,2024-04-22 05:54:00,4.3,17.47,78.96,5.53,0.05,0.0,24.6,0.25
5,2024-04-22 05:55:00,4.44,17.47,79.05,5.75,0.05,0.0,24.6,0.25
5,2024-04-22 05:56:00,4.77,17.47,79.15,5.97,0.05,0.0,24.6,0.25
5,2024-04-22 05:57:00,5.1,17.47,79.25,6.19,0.05,0.0,24.6,0.25
5,2024-04-22 05:58:00,5.28,17.47,79.34,6.41,0.05,0.0,24.6,0.25
5,2024-04-22 05:59:00,5.28,17.47,79.44,6.63,0.05,0.0,24.6,0.25
5,2024-04-22 06:00:00,5.35,24.81,79.54,6.86,0.05,0.0,24.8,0.25
5,2024-04-22 06:01:00,5.37,24.81,79.63,7.08,0.05,0.0,24.8,0.25
5,2024-04-22 06:02:00,5.41,24.81,79.73,7.3,0.05,0.0,24.8,0.25
5,2024-04-22 06:03:00,5.48,24.81,79.83,7.52,0.05,0.0,24.8,0.25
5,2024-04-22 06:04:00,5.78,24.81,79.92,7.74,0.05,0.0,24.8,0.25
5,2024-04-22 06:05:00,5.89,24.81,80.02,7.96,0.05,0.0,24.8,0.25
5,2024-04-22 06:06:00,5.92,24.81,80.11,8.19,0.05,0.0,24.8,0.25
5,2024-04-22 06:07:00,6.34,24.81,80.21,8.41,0.05,0.0,24.8,0.25
5,2024-04-22 06:08:00,6.46,24.81,80.31,8.63,0.05,0.0,24.8,0.25
5,2024-04-22 06:09:00,7.03,24.81,80.4,8.85,0.05,0.0,24.8,0.25
5,2024-04-22 06:10:00,7.54,34.19,80.5,9.08,0.13,0.0,24.9,0.25
5,2024-04-22 06:11:00,7.99,34.19,80.59,9.3,0.13,0.0,24.9,0.25
5,2024-04-22 06:12:00,8.55,34.19,80.69,9.52,0.13,0.0,24.9,0.25
5,2024-04-22 06:13:00,8.79,34.19,80.78,9.75,0.13,0.0,24.9,0.25
5,2024-04-22 06:14:00,9.22,34.19,80.88,9.97,0.13,0.0,24.9,0.25
5,2024-04-22 06:15:00,9.43,34.19,80.97,10.2,0.13,0.0,24.9,0.25
5,2024-04-22 06:16:00,9.96,34.19,81.07,10.42,0.13,0.0,24.9,0.25
5,2024-04-22 06:17:00,10.14,34.19,81.16,10.64,0.13,0.0,24.9,0.25
5,2024-04-22 06:18:00,10.14,34.19,81.26,10.87,0.13,0.0,24.9,0.25
5,2024-04-22 06:19:00,10.66,34.19,81.35,11.09,0.13,0.0,24.9,0.25
5,2024-04-22 06:20:00,10.83,43.56,81.45,11.32,0.21,0.1,24.9,2.74
5,2024-04-22 06:21:00,10.85,43.56,81.54,11.54,0.21,0.1,24.9,2.74
5,2024-04-22 06:22:00,11.24,43.56,81.64,11.77,0.21,0.1,24.9,2.74
5,2024-04-22 06:23:00,11.37,43.56,81.73,11.99,0.21,0.1,24.9,2.74
5,2024-04-22 06:24:00,11.49,43.56,81.82,12.22,0.21,0.1,24.9,2.74
5,2024-04-22 06:25:00,11.62,43.56,81.92,12.44,0.21,0.1,24.9,2.74
5,2024-04-22 06:26:00,12.21,43.56,82.01,12.67,0.21,0.1,24.9,2.74
5,2024-04-22 06:27:00,12.45,43.56,82.11,12.89,0.21,0.1,24.9,2.74
5,2024-04-22 06:28:00,13.1,43.56,82.2,13.12,0.21,0.1,24.9,2.74
5,2024-04-22 06:29:00,14.4,43.56,82.3,13.34,0.21,0.1,24.9,2.74
5,2024-04-22 06:30:00,15.36,52.94,82.39,13.57,0.29,0.1,25.1,2.76
5,2024-04-22 06:31:00,16.97,52.94,82.48,13.79,0.29,0.1,25.1,2.76
5,2024-04-22 06:32:00,18.99,52.94,82.58,14.02,0.29,0.1,25.1,2.76
5,2024-04-22 06:33:00,20.98,52.94,82.67,14.24,0.29,0.1,25.1,2.76
5,2024-04-22 06:34:00,24.2,52.94,82.77,14.47,0.29,0.1,25.1,2.76
5,2024-04-22 06:35:00,27.24,52.94,82.86,14.7,0.29,0.1,25.1,2.76
5,2024-04-22 06:36:00,29.44,52.94,82.95,14.92,0.29,0.1,25.1,2.76
5,2024-04-22 06:37:00,31.16,52.94,83.05,15.15,0.29,0.1,25.1,2.76
5,2024-04-22 06:38:00,32.22,52.94,83.14,15.37,0.29,0.1,25.1,2.76
5,2024-04-22 06:39:00,33.05,52.94,83.24,15.6,0.29,0.1,25.1,2.76
5,2024-04-22 06:40:00,33.16,62.94,83.33,15.83,0.36,0.2,25.3,5.31
5,2024-04-22 06:41:00,32.33,62.94,83.42,16.05,0.36,0.2,25.3,5.31
5,2024-04-22 06:42:00,32.08,62.94,83.52,16.28,0.36,0.2,25.3,5.31
5,2024-04-22 06:43:00,31.26,62.94,83.61,16.5,0.36,0.2,25.3,5.31
5,2024-04-22 06:44:00,30.58,62.94,83.71,16.73,0.36,0.2,25.3,5.31
5,2024-04-22 06:45:00,29.58,62.94,83.8,16.96,0.36,0.2,25.3,5.31
5,2024-04-22 06:46:00,28.3,62.94,83.89,17.18,0.36,0.2,25.3,5.31
5,2024-04-22 06:47:00,28.56,62.94,83.99,17.41,0.36,0.2,25.3,5.31
5,2024-04-22 06:48:00,31.05,62.94,84.08,17.64,0.36,0.2,25.3,5.31
5,2024-04-22 06:49:00,34.87,62.94,84.17,17.86,0.36,0.2,25.3,5.31
5,2024-04-22 06:50:00,38.98,72.94,84.27,18.09,0.44,0.2,25.9,5.44
5,2024-04-22 06:51:00,42.65,72.94,84.36,18.32,0.44,0.2,25.9,5.44
5,2024-04-22 06:52:00,46.85,72.94,84.46,18.54,0.44,0.2,25.9,5.44
5,2024-04-22 06:53:00,50.56,72.94,84.55,18.77,0.44,0.2,25.9,5.44
5,2024-04-22 06:54:00,54.87,72.94,84.64,19.0,0.44,0.2,25.9,5.44
5,2024-04-22 06:55:00,56.84,72.94,84.74,19.22,0.44,0.2,25.9,5.44
5,2024-04-22 06:56:00,59.41,72.94,84.83,19.45,0.44,0.2,25.9,5.44
5,2024-04-22 06:57:00,62.99,72.94,84.93,19.68,0.44,0.2,25.9,5.44
5,2024-04-22 06:58:00,66.97,72.94,85.02,19.91,0.44,0.2,25.9,5.44
5,2024-04-22 06:59:00,70.36,72.94,85.12,20.13,0.44,0.2,25.9,5.44
