LocationCode,DateTime,Power(mW)
6,2024-05-14 16:50:00,6.29
6,2024-05-14 16:51:00,6.17
6,2024-05-14 16:52:00,7.28
6,2024-05-14 16:53:00,8.43
6,2024-05-14 16:54:00,9.2
6,2024-05-14 16:55:00,9.76
6,2024-05-14 16:56:00,10.0
6,2024-05-14 16:57:00,9.94
6,2024-05-14 16:58:00,9.2
6,2024-05-14 16:59:00,8.43
6,2024-05-14 17:00:00,6.85
6,2024-05-14 17:01:00,6.0
6,2024-05-14 17:02:00,5.22
6,2024-05-14 17:03:00,5.57
6,2024-05-14 17:04:00,6.55
6,2024-05-14 17:05:00,6.24
6,2024-05-14 17:06:00,5.78
6,2024-05-14 17:07:00,5.22
6,2024-05-14 17:08:00,4.7
6,2024-05-14 17:09:00,4.14
6,2024-05-14 17:10:00,3.72
6,2024-05-14 17:11:00,3.24
6,2024-05-14 17:12:00,2.64
6,2024-05-14 17:13:00,1.99
6,2024-05-14 17:14:00,1.42
6,2024-05-14 17:15:00,1.21
6,2024-05-14 17:16:00,1.17
6,2024-05-14 17:17:00,1.14
6,2024-05-14 17:18:00,1.03
6,2024-05-14 17:19:00,1.33
6,2024-05-14 17:20:00,1.34
6,2024-05-14 17:21:00,1.34
6,2024-05-14 17:22:00,0.99
6,2024-05-14 17:23:00,0.75
6,2024-05-14 17:24:00,0.61
6,2024-05-14 17:25:00,0.62
6,2024-05-14 17:26:00,0.75
6,2024-05-14 17:27:00,0.89
6,2024-05-14 17:28:00,0.93
6,2024-05-14 17:29:00,1.11
6,2024-05-14 17:30:00,1.2
6,2024-05-14 17:31:00,0.95
6,2024-05-14 17:32:00,0.91
6,2024-05-14 17:33:00,0.97
6,2024-05-14 17:34:00,1.41
6,2024-05-14 17:35:00,1.71
6,2024-05-14 17:36:00,1.88
6,2024-05-14 17:37:00,1.63
6,2024-05-14 17:38:00,1.37
6,2024-05-14 17:39:00,1.16
6,2024-05-14 17:40:00,1.12
6,2024-05-14 17:41:00,1.14
6,2024-05-14 17:42:00,1.14
6,2024-05-14 17:43:00,1.16
6,2024-05-14 17:44:00,1.17
6,2024-05-14 17:45:00,1.12
6,2024-05-14 17:46:00,0.97
6,2024-05-14 17:47:00,0.93
6,2024-05-14 17:48:00,0.9
6,2024-05-14 17:49:00,0.79
6,2024-05-14 17:50:00,0.78
6,2024-05-14 17:51:00,0.77
6,2024-05-14 17:52:00,0.75
6,2024-05-14 17:53:00,0.62
6,2024-05-14 17:54:00,0.56
6,2024-05-14 17:55:00,0.41
6,2024-05-14 17:56:00,0.29
6,2024-05-14 17:57:00,0.25
6,2024-05-14 17:58:00,0.18
6,2024-05-14 17:59:00,0.16
6,2024-05-14 18:00:00,0.12
6,2024-05-14 18:01:00,0.09
6,2024-05-14 18:02:00,0.08
6,2024-05-14 18:03:00,0.08
6,2024-05-14 18:04:00,0.08
6,2024-05-14 18:05:00,0.08
6,2024-05-14 18:06:00,0.08
6,2024-05-14 18:07:00,0.09
6,2024-05-14 18:08:00,0.07
6,2024-05-14 18:09:00,0.07
6,2024-05-14 18:10:00,0.06
6,2024-05-14 18:11:00,0.06
6,2024-05-14 18:12:00,0.08
6,2024-05-14 18:13:00,0.08
6,2024-05-14 18:14:00,0.09
6,2024-05-14 18:15:00,0.08
6,2024-05-14 18:16:00,0.08
6,2024-05-14 18:17:00,0.08
6,2024-05-14 18:18:00,0.06
6,2024-05-14 18:19:00,0.05
6,2024-05-14 18:20:00,0.04
6,2024-05-14 18:21:00,0.04
6,2024-05-14 18:22:00,0.03
6,2024-05-14 18:23:00,0.02
6,2024-05-14 18:24:00,0.03
6,2024-05-14 18:25:00,0.02
6,2024-05-14 18:26:00,0.02
6,2024-05-14 18:27:00,0.01
6,2024-05-14 18:28:00,0.01
6,2024-05-14 18:29:00,0.01
6,2024-05-14 18:30:00,0.01
6,2024-05-14 18:31:00,0.01
6,2024-05-14 18:32:00,0.01
6,2024-05-14 18:33:00,0.01
6,2024-05-14 18:34:00,0.01
6,2024-05-14 18:35:00,0.0
6,2024-05-14 18:36:00,0.0
6,2024-05-14 18:37:00,0.0
6,2024-05-14 18:38:00,0.0
6,2024-05-14 18:39:00,0.0
6,2024-05-14 18:40:00,0.0
6,2024-05-14 18:41:00,0.0
6,2024-05-15 04:58:00,0.0
6,2024-05-15 04:59:00,0.0
6,2024-05-15 05:00:00,0.0
6,2024-05-15 05:01:00,0.0
6,2024-05-15 05:02:00,0.01
6,2024-05-15 05:03:00,0.01
6,2024-05-15 05:04:00,0.0
6,2024-05-15 05:05:00,0.01
6,2024-05-15 05:06:00,0.01
6,2024-05-15 05:07:00,0.01
6,2024-05-15 05:08:00,0.02
6,2024-05-15 05:09:00,0.03
6,2024-05-15 05:10:00,0.03
6,2024-05-15 05:11:00,0.04
6,2024-05-15 05:12:00,0.05
6,2024-05-15 05:13:00,0.04
6,2024-05-15 05:14:00,0.06
6,2024-05-15 05:15:00,0.08
6,2024-05-15 05:16:00,0.08
6,2024-05-15 05:17:00,0.1
6,2024-05-15 05:18:00,0.1
6,2024-05-15 05:19:00,0.13
6,2024-05-15 05:20:00,0.13
6,2024-05-15 05:21:00,0.19
6,2024-05-15 05:22:00,0.26
6,2024-05-15 05:23:00,0.27
6,2024-05-15 05:24:00,0.3
6,2024-05-15 05:25:00,0.37
6,2024-05-15 05:26:00,0.41
6,2024-05-15 05:27:00,0.55
6,2024-05-15 05:28:00,0.61
6,2024-05-15 05:29:00,0.73
6,2024-05-15 05:30:00,0.91
6,2024-05-15 05:31:00,0.95
6,2024-05-15 05:32:00,1.07
6,2024-05-15 05:33:00,1.12
6,2024-05-15 05:34:00,1.17
6,2024-05-15 05:35:00,1.32
6,2024-05-15 05:36:00,1.45
6,2024-05-15 05:37:00,1.71
6,2024-05-15 05:38:00,2.03
6,2024-05-15 05:39:00,2.3
6,2024-05-15 05:40:00,2.62
6,2024-05-15 05:41:00,2.66
6,2024-05-15 05:42:00,2.92
6,2024-05-15 05:43:00,3.08
6,2024-05-15 05:44:00,3.37
6,2024-05-15 05:45:00,3.44
6,2024-05-15 05:46:00,3.31
6,2024-05-15 05:47:00,3.37
