LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
16,2024-03-03 12:23:00,1534.88,7.1,19.6,139.36
16,2024-03-03 12:24:00,918.74,7.1,19.6,139.36
16,2024-03-03 12:25:00,791.75,7.1,19.6,139.36
16,2024-03-03 12:26:00,599.35,7.1,19.6,139.36
16,2024-03-03 12:27:00,659.62,7.1,19.6,139.36
16,2024-03-03 12:28:00,894.24,7.1,19.6,139.36
16,2024-03-03 12:29:00,819.24,7.1,19.6,139.36
16,2024-03-03 12:30:00,489.6,7.2,19.4,139.87
16,2024-03-03 12:31:00,424.31,7.2,19.4,139.87
16,2024-03-03 12:32:00,488.21,7.2,19.4,139.87
16,2024-03-03 12:33:00,868.77,7.2,19.4,139.87
16,2024-03-03 12:34:00,1100.38,7.2,19.4,139.87
16,2024-03-03 12:35:00,700.77,7.2,19.4,139.87
16,2024-03-03 12:36:00,909.62,7.2,19.4,139.87
16,2024-03-03 12:37:00,548.9,7.2,19.4,139.87
16,2024-03-03 12:38:00,309.42,7.2,19.4,139.87
16,2024-03-03 12:39:00,267.75,7.2,19.4,139.87
16,2024-03-03 12:40:00,274.18,7.2,19.6,141.32
16,2024-03-03 12:41:00,300.35,7.2,19.6,141.32
16,2024-03-03 12:42:00,371.31,7.2,19.6,141.32
16,2024-03-03 12:43:00,584.26,7.2,19.6,141.32
16,2024-03-03 12:44:00,746.22,7.2,19.6,141.32
16,2024-03-03 12:45:00,1779.18,7.2,19.6,141.32
16,2024-03-03 12:46:00,1647.75,7.2,19.6,141.32
16,2024-03-03 12:47:00,2119.78,7.2,19.6,141.32
16,2024-03-03 12:48:00,1731.73,7.2,19.6,141.32
16,2024-03-03 12:49:00,784.04,7.2,19.6,141.32
16,2024-03-03 12:50:00,907.39,7.1,19.7,140.07
16,2024-03-03 12:51:00,513.14,7.1,19.7,140.07
16,2024-03-03 12:52:00,528.56,7.1,19.7,140.07
16,2024-03-03 12:53:00,428.99,7.1,19.7,140.07
16,2024-03-03 12:54:00,270.44,7.1,19.7,140.07
16,2024-03-03 12:55:00,289.51,7.1,19.7,140.07
16,2024-03-03 12:56:00,323.7,7.1,19.7,140.07
16,2024-03-03 12:57:00,451.58,7.1,19.7,140.07
16,2024-03-03 12:58:00,414.58,7.1,19.7,140.07
16,2024-03-03 12:59:00,396.92,7.1,19.7,140.07
16,2024-03-03 13:00:00,455.46,6.7,19.5,130.84
16,2024-03-03 13:01:00,1122.66,6.7,19.5,130.84
16,2024-03-03 13:02:00,892.92,6.7,19.5,130.84
16,2024-03-03 13:03:00,541.8,6.7,19.5,130.84
16,2024-03-03 13:04:00,687.09,6.7,19.5,130.84
16,2024-03-03 13:05:00,985.19,6.7,19.5,130.84
16,2024-03-03 13:06:00,603.18,6.7,19.5,130.84
16,2024-03-03 13:07:00,496.87,6.7,19.5,130.84
16,2024-03-03 13:08:00,415.48,6.7,19.5,130.84
16,2024-03-03 13:09:00,539.54,6.7,19.5,130.84
16,2024-03-03 13:10:00,282.6,6.4,19.5,125.0
16,2024-03-03 13:11:00,261.23,6.4,19.5,125.0
16,2024-03-03 13:12:00,517.69,6.4,19.5,125.0
16,2024-03-03 13:13:00,694.3,6.4,19.5,125.0
16,2024-03-03 13:14:00,405.48,6.4,19.5,125.0
16,2024-03-03 13:15:00,381.82,6.4,19.5,125.0
16,2024-03-03 13:16:00,1319.9,6.4,19.5,125.0
16,2024-03-03 13:17:00,546.05,6.4,19.5,125.0
16,2024-03-03 13:18:00,300.03,6.4,19.5,125.0
16,2024-03-03 13:19:00,292.17,6.4,19.5,125.0
16,2024-03-03 13:20:00,247.37,5.9,19.6,115.84
16,2024-03-03 13:21:00,203.81,5.9,19.6,115.84
16,2024-03-03 13:22:00,197.76,5.9,19.6,115.84
16,2024-03-03 13:23:00,195.46,5.9,19.6,115.84
16,2024-03-03 13:24:00,192.0,5.9,19.6,115.84
16,2024-03-03 13:25:00,192.0,5.9,19.6,115.84
16,2024-03-03 13:26:00,224.39,5.9,19.6,115.84
16,2024-03-03 13:27:00,274.97,5.9,19.6,115.84
16,2024-03-03 13:28:00,198.54,5.9,19.6,115.84
16,2024-03-03 13:29:00,194.43,5.9,19.6,115.84
16,2024-03-03 13:30:00,226.01,5.4,19.6,106.04
16,2024-03-03 13:31:00,204.23,5.4,19.6,106.04
16,2024-03-03 13:32:00,187.14,5.4,19.6,106.04
16,2024-03-03 13:33:00,175.19,5.4,19.6,106.04
16,2024-03-03 13:34:00,176.63,5.4,19.6,106.04
16,2024-03-03 13:35:00,179.55,5.4,19.6,106.04
16,2024-03-03 13:36:00,174.95,5.4,19.6,106.04
16,2024-03-03 13:37:00,168.62,5.4,19.6,106.04
16,2024-03-03 13:38:00,162.27,5.4,19.6,106.04
16,2024-03-03 13:39:00,154.56,5.4,19.6,106.04
16,2024-03-03 13:40:00,143.63,4.8,19.9,95.72
16,2024-03-03 13:41:00,138.12,4.8,19.9,95.72
16,2024-03-03 13:42:00,135.99,4.8,19.9,95.72
16,2024-03-03 13:43:00,132.42,4.8,19.9,95.72
16,2024-03-03 13:44:00,127.3,4.8,19.9,95.72
16,2024-03-03 13:45:00,125.96,4.8,19.9,95.72
16,2024-03-03 13:46:00,126.59,4.8,19.9,95.72
16,2024-03-03 13:47:00,124.14,4.8,19.9,95.72
16,2024-03-03 13:48:00,126.17,4.8,19.9,95.72
16,2024-03-03 13:49:00,131.44,4.8,19.9,95.72
16,2024-03-03 13:50:00,136.43,4.4,19.9,87.76
16,2024-03-03 13:51:00,139.0,4.4,19.9,87.76
16,2024-03-03 13:52:00,138.56,4.4,19.9,87.76
16,2024-03-03 13:53:00,136.21,4.4,19.9,87.76
16,2024-03-03 13:54:00,136.43,4.4,19.9,87.76
16,2024-03-03 13:55:00,143.55,4.4,19.9,87.76
16,2024-03-03 13:56:00,154.56,4.4,19.9,87.76
16,2024-03-03 13:57:00,162.84,4.4,19.9,87.76
16,2024-03-03 13:58:00,170.61,4.4,19.9,87.76
16,2024-03-03 13:59:00,176.87,4.4,19.9,87.76
16,2024-03-03 14:00:00,179.2,4.2,19.9,83.78
16,2024-03-03 14:01:00,174.12,4.2,19.9,83.78
16,2024-03-03 14:02:00,167.76,4.2,19.9,83.78
16,2024-03-03 14:03:00,162.51,4.2,19.9,83.78
16,2024-03-03 14:04:00,154.47,4.2,19.9,83.78
16,2024-03-03 14:05:00,146.85,4.2,19.9,83.78
16,2024-03-03 14:06:00,143.63,4.2,19.9,83.78
16,2024-03-03 14:07:00,141.59,4.2,19.9,83.78
16,2024-03-03 14:08:00,144.21,4.2,19.9,83.78
16,2024-03-03 14:09:00,143.55,4.2,19.9,83.78
16,2024-03-03 14:10:00,142.03,4.0,19.8,79.4
16,2024-03-03 14:11:00,143.55,4.0,19.8,79.4
16,2024-03-03 14:12:00,144.66,4.0,19.8,79.4
16,2024-03-03 14:13:00,146.85,4.0,19.8,79.4
16,2024-03-03 14:14:00,151.3,4.0,19.8,79.4
16,2024-03-03 14:15:00,151.62,4.0,19.8,79.4
16,2024-03-03 14:16:00,146.85,4.0,19.8,79.4
16,2024-03-03 14:17:00,141.15,4.0,19.8,79.4
16,2024-03-03 14:18:00,133.66,4.0,19.8,79.4
16,2024-03-03 14:19:00,126.88,4.0,19.8,79.4
16,2024-03-03 14:20:00,126.88,3.8,19.9,75.82
16,2024-03-03 14:21:00,125.84,3.8,19.9,75.82
