LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
5,2024-04-21 16:32:00,234.75,1.6,28.4,45.72
5,2024-04-21 16:33:00,94.14,1.6,28.4,45.72
5,2024-04-21 16:34:00,111.05,1.6,28.4,45.72
5,2024-04-21 16:35:00,196.04,1.6,28.4,45.72
5,2024-04-21 16:36:00,109.03,1.6,28.4,45.72
5,2024-04-21 16:37:00,130.51,1.6,28.4,45.72
5,2024-04-21 16:38:00,93.6,1.6,28.4,45.72
5,2024-04-21 16:39:00,98.55,1.6,28.4,45.72
5,2024-04-21 16:40:00,89.58,1.3,28.4,37.2
5,2024-04-21 16:41:00,79.78,1.3,28.4,37.2
5,2024-04-21 16:42:00,70.61,1.3,28.4,37.2
5,2024-04-21 16:43:00,75.59,1.3,28.4,37.2
5,2024-04-21 16:44:00,160.95,1.3,28.4,37.2
5,2024-04-21 16:45:00,158.65,1.3,28.4,37.2
5,2024-04-21 16:46:00,87.35,1.3,28.4,37.2
5,2024-04-21 16:47:00,79.12,1.3,28.4,37.2
5,2024-04-21 16:48:00,77.18,1.3,28.4,37.2
5,2024-04-21 16:49:00,55.14,1.3,28.4,37.2
5,2024-04-21 16:50:00,50.16,1.1,28.7,31.86
5,2024-04-21 16:51:00,49.5,1.1,28.7,31.86
5,2024-04-21 16:52:00,48.83,1.1,28.7,31.86
5,2024-04-21 16:53:00,45.94,1.1,28.7,31.86
5,2024-04-21 16:54:00,42.77,1.1,28.7,31.86
5,2024-04-21 16:55:00,39.09,1.1,28.7,31.86
5,2024-04-21 16:56:00,38.0,1.1,28.7,31.86
5,2024-04-21 16:57:00,41.47,1.1,28.7,31.86
5,2024-04-21 16:58:00,34.65,1.1,28.7,31.86
5,2024-04-21 16:59:00,31.97,1.1,28.7,31.86
5,2024-04-21 17:00:00,29.58,0.9,28.7,26.12
5,2024-04-21 17:01:00,26.55,0.9,28.7,26.12
5,2024-04-21 17:02:00,22.32,0.9,28.7,26.12
5,2024-04-21 17:03:00,19.16,0.9,28.7,26.12
5,2024-04-21 17:04:00,16.42,0.9,28.7,26.12
5,2024-04-21 17:05:00,14.62,0.9,28.7,26.12
5,2024-04-21 17:06:00,12.21,0.9,28.7,26.12
5,2024-04-21 17:07:00,10.0,0.9,28.7,26.12
5,2024-04-21 17:08:00,8.62,0.9,28.7,26.12
5,2024-04-21 17:09:00,8.05,0.9,28.7,26.12
5,2024-04-21 17:10:00,6.48,0.8,28.6,23.17
5,2024-04-21 17:11:00,5.37,0.8,28.6,23.17
5,2024-04-21 17:12:00,4.75,0.8,28.6,23.17
5,2024-04-21 17:13:00,4.26,0.8,28.6,23.17
5,2024-04-21 17:14:00,3.9,0.8,28.6,23.17
5,2024-04-21 17:15:00,3.46,0.8,28.6,23.17
5,2024-04-21 17:16:00,3.2,0.8,28.6,23.17
5,2024-04-21 17:17:00,3.13,0.8,28.6,23.17
5,2024-04-21 17:18:00,2.85,0.8,28.6,23.17
5,2024-04-21 17:19:00,2.77,0.8,28.6,23.17
5,2024-04-21 17:20:00,2.71,0.6,28.4,17.32
5,2024-04-21 17:21:00,2.69,0.6,28.4,17.32
5,2024-04-21 17:22:00,2.75,0.6,28.4,17.32
5,2024-04-21 17:23:00,2.77,0.6,28.4,17.32
5,2024-04-21 17:24:00,2.72,0.6,28.4,17.32
5,2024-04-21 17:25:00,2.71,0.6,28.4,17.32
5,2024-04-21 17:26:00,2.72,0.6,28.4,17.32
5,2024-04-21 17:27:00,2.72,0.6,28.4,17.32
5,2024-04-21 17:28:00,2.71,0.6,28.4,17.32
