LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
15,2024-02-09 14:58:00,11.78,1.8,17.7,32.04
15,2024-02-09 14:59:00,10.32,1.8,17.7,32.04
15,2024-02-09 15:00:00,10.26,1.5,17.6,26.58
15,2024-02-09 15:01:00,11.49,1.5,17.6,26.58
15,2024-02-09 15:02:00,12.34,1.5,17.6,26.58
15,2024-02-09 15:03:00,12.45,1.5,17.6,26.58
15,2024-02-09 15:04:00,11.75,1.5,17.6,26.58
15,2024-02-09 15:05:00,11.3,1.5,17.6,26.58
15,2024-02-09 15:06:00,10.06,1.5,17.6,26.58
15,2024-02-09 15:07:00,8.88,1.5,17.6,26.58
15,2024-02-09 15:08:00,8.77,1.5,17.6,26.58
15,2024-02-09 15:09:00,9.55,1.5,17.6,26.58
15,2024-02-09 15:10:00,10.73,1.3,17.6,23.06
15,2024-02-09 15:11:00,10.2,1.3,17.6,23.06
15,2024-02-09 15:12:00,9.31,1.3,17.6,23.06
15,2024-02-09 15:13:00,8.55,1.3,17.6,23.06
15,2024-02-09 15:14:00,8.19,1.3,17.6,23.06
15,2024-02-09 15:15:00,8.26,1.3,17.6,23.06
15,2024-02-09 15:16:00,7.68,1.3,17.6,23.06
15,2024-02-09 15:17:00,6.6,1.3,17.6,23.06
15,2024-02-09 15:18:00,6.24,1.3,17.6,23.06
15,2024-02-09 15:19:00,5.98,1.3,17.6,23.06
15,2024-02-09 15:20:00,4.91,1.0,17.4,17.57
15,2024-02-09 15:21:00,3.86,1.0,17.4,17.57
15,2024-02-09 15:22:00,4.38,1.0,17.4,17.57
15,2024-02-09 15:23:00,4.9,1.0,17.4,17.57
15,2024-02-09 15:24:00,5.78,1.0,17.4,17.57
15,2024-02-09 15:25:00,5.37,1.0,17.4,17.57
15,2024-02-09 15:26:00,5.87,1.0,17.4,17.57
15,2024-02-09 15:27:00,6.24,1.0,17.4,17.57
15,2024-02-09 15:28:00,5.28,1.0,17.4,17.57
15,2024-02-09 15:29:00,3.84,1.0,17.4,17.57
15,2024-02-09 15:30:00,3.46,0.9,17.4,15.83
15,2024-02-09 15:31:00,3.94,0.9,17.4,15.83
15,2024-02-09 15:32:00,4.81,0.9,17.4,15.83
15,2024-02-09 15:33:00,5.87,0.9,17.4,15.83
15,2024-02-09 15:34:00,6.88,0.9,17.4,15.83
15,2024-02-09 15:35:00,6.38,0.9,17.4,15.83
15,2024-02-09 15:36:00,5.24,0.9,17.4,15.83
15,2024-02-09 15:37:00,4.65,0.9,17.4,15.83
15,2024-02-09 15:38:00,4.34,0.9,17.4,15.83
15,2024-02-09 15:39:00,4.26,0.9,17.4,15.83
15,2024-02-09 15:40:00,3.94,0.7,17.1,12.14
15,2024-02-09 15:41:00,4.44,0.7,17.1,12.14
15,2024-02-09 15:42:00,6.17,0.7,17.1,12.14
15,2024-02-09 15:43:00,6.34,0.7,17.1,12.14
15,2024-02-09 15:44:00,5.53,0.7,17.1,12.14
15,2024-02-09 15:45:00,5.24,0.7,17.1,12.14
15,2024-02-09 15:46:00,5.31,0.7,17.1,12.14
15,2024-02-09 15:47:00,5.41,0.7,17.1,12.14
15,2024-02-09 15:48:00,5.73,0.7,17.1,12.14
15,2024-02-09 15:49:00,6.27,0.7,17.1,12.14
15,2024-02-09 15:50:00,5.7,0.6,17.0,10.37
15,2024-02-09 15:51:00,3.84,0.6,17.0,10.37
15,2024-02-09 15:52:00,3.08,0.6,17.0,10.37
15,2024-02-09 15:53:00,2.85,0.6,17.0,10.37
15,2024-02-09 15:54:00,3.53,0.6,17.0,10.37
15,2024-02-09 15:55:00,4.32,0.6,17.0,10.37
15,2024-02-09 15:56:00,3.99,0.6,17.0,10.37
15,2024-02-09 15:57:00,3.88,0.6,17.0,10.37
15,2024-02-09 15:58:00,4.26,0.6,17.0,10.37
15,2024-02-09 15:59:00,3.86,0.6,17.0,10.37
15,2024-02-09 16:00:00,2.87,0.5,16.9,8.62
15,2024-02-09 16:01:00,2.62,0.5,16.9,8.62
15,2024-02-09 16:02:00,2.42,0.5,16.9,8.62
15,2024-02-09 16:03:00,2.68,0.5,16.9,8.62
15,2024-02-09 16:04:00,2.75,0.5,16.9,8.62
15,2024-02-09 16:05:00,3.08,0.5,16.9,8.62
15,2024-02-09 16:06:00,3.41,0.5,16.9,8.62
15,2024-02-09 16:07:00,2.84,0.5,16.9,8.62
15,2024-02-09 16:08:00,2.69,0.5,16.9,8.62
15,2024-02-09 16:09:00,2.45,0.5,16.9,8.62
15,2024-02-09 16:10:00,2.55,0.4,17.0,6.97
15,2024-02-09 16:11:00,2.72,0.4,17.0,6.97
15,2024-02-09 16:12:00,2.75,0.4,17.0,6.97
15,2024-02-09 16:13:00,2.85,0.4,17.0,6.97
15,2024-02-09 16:14:00,2.8,0.4,17.0,6.97
15,2024-02-09 16:15:00,2.46,0.4,17.0,6.97
15,2024-02-09 16:16:00,2.37,0.4,17.0,6.97
15,2024-02-09 16:17:00,2.33,0.4,17.0,6.97
15,2024-02-09 16:18:00,2.13,0.4,17.0,6.97
15,2024-02-09 16:19:00,2.04,0.4,17.0,6.97
15,2024-02-09 16:20:00,2.14,0.4,16.9,6.93
15,2024-02-09 16:21:00,2.04,0.4,16.9,6.93
15,2024-02-09 16:22:00,1.71,0.4,16.9,6.93
15,2024-02-09 16:23:00,1.21,0.4,16.9,6.93
15,2024-02-09 16:24:00,0.99,0.4,16.9,6.93
15,2024-02-09 16:25:00,0.99,0.4,16.9,6.93
15,2024-02-09 16:26:00,0.97,0.4,16.9,6.93
15,2024-02-09 16:27:00,0.99,0.4,16.9,6.93
15,2024-02-09 16:28:00,1.14,0.4,16.9,6.93
15,2024-02-09 16:29:00,1.41,0.4,16.9,6.93
15,2024-02-09 16:30:00,1.5,0.3,16.9,5.24
15,2024-02-09 16:31:00,1.53,0.3,16.9,5.24
15,2024-02-09 16:32:00,1.21,0.3,16.9,5.24
15,2024-02-09 16:33:00,0.81,0.3,16.9,5.24
15,2024-02-09 16:34:00,0.67,0.3,16.9,5.24
15,2024-02-09 16:35:00,0.76,0.3,16.9,5.24
15,2024-02-09 16:36:00,0.75,0.3,16.9,5.24
15,2024-02-09 16:37:00,0.65,0.3,16.9,5.24
15,2024-02-09 16:38:00,0.56,0.3,16.9,5.24
15,2024-02-09 16:39:00,0.56,0.3,16.9,5.24
15,2024-02-09 16:40:00,0.59,0.2,16.8,3.53
15,2024-02-09 16:41:00,0.58,0.2,16.8,3.53
15,2024-02-09 16:42:00,0.55,0.2,16.8,3.53
15,2024-02-09 16:43:00,0.59,0.2,16.8,3.53
15,2024-02-09 16:44:00,0.59,0.2,16.8,3.53
15,2024-02-09 16:45:00,0.48,0.2,16.8,3.53
15,2024-02-09 16:46:00,0.48,0.2,16.8,3.53
15,2024-02-09 16:47:00,0.46,0.2,16.8,3.53
