LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
14,2024-02-14 15:22:00,1154.19,3.5,24.1,84.59
14,2024-02-14 15:23:00,1140.83,3.5,24.1,84.59
14,2024-02-14 15:24:00,1132.58,3.5,24.1,84.59
14,2024-02-14 15:25:00,1119.11,3.5,24.1,84.59
14,2024-02-14 15:26:00,1104.13,3.5,24.1,84.59
14,2024-02-14 15:27:00,1089.02,3.5,24.1,84.59
14,2024-02-14 15:28:00,1080.6,3.5,24.1,84.59
14,2024-02-14 15:29:00,1069.58,3.5,24.1,84.59
14,2024-02-14 15:30:00,1068.39,3.1,23.9,74.33
14,2024-02-14 15:31:00,1047.6,3.1,23.9,74.33
14,2024-02-14 15:32:00,1031.36,3.1,23.9,74.33
14,2024-02-14 15:33:00,1013.26,3.1,23.9,74.33
14,2024-02-14 15:34:00,995.33,3.1,23.9,74.33
14,2024-02-14 15:35:00,991.64,3.1,23.9,74.33
14,2024-02-14 15:36:00,969.92,3.1,23.9,74.33
14,2024-02-14 15:37:00,950.68,3.1,23.9,74.33
14,2024-02-14 15:38:00,938.33,3.1,23.9,74.33
14,2024-02-14 15:39:00,920.52,3.1,23.9,74.33
14,2024-02-14 15:40:00,904.2,2.8,24.1,67.72
14,2024-02-14 15:41:00,885.09,2.8,24.1,67.72
14,2024-02-14 15:42:00,878.36,2.8,24.1,67.72
14,2024-02-14 15:43:00,870.27,2.8,24.1,67.72
14,2024-02-14 15:44:00,853.86,2.8,24.1,67.72
14,2024-02-14 15:45:00,840.58,2.8,24.1,67.72
14,2024-02-14 15:46:00,825.82,2.8,24.1,67.72
14,2024-02-14 15:47:00,807.56,2.8,24.1,67.72
14,2024-02-14 15:48:00,778.26,2.8,24.1,67.72
14,2024-02-14 15:49:00,751.3,2.8,24.1,67.72
14,2024-02-14 15:50:00,734.08,2.4,23.8,57.36
14,2024-02-14 15:51:00,728.16,2.4,23.8,57.36
14,2024-02-14 15:52:00,717.36,2.4,23.8,57.36
14,2024-02-14 15:53:00,691.97,2.4,23.8,57.36
14,2024-02-14 15:54:00,693.6,2.4,23.8,57.36
14,2024-02-14 15:55:00,672.6,2.4,23.8,57.36
14,2024-02-14 15:56:00,654.08,2.4,23.8,57.36
14,2024-02-14 15:57:00,40.14,2.4,23.8,57.36
14,2024-02-14 15:58:00,41.3,2.4,23.8,57.36
14,2024-02-14 15:59:00,42.84,2.4,23.8,57.36
14,2024-02-14 16:00:00,76.26,2.1,23.7,50.01
14,2024-02-14 16:01:00,97.49,2.1,23.7,50.01
14,2024-02-14 16:02:00,536.78,2.1,23.7,50.01
14,2024-02-14 16:03:00,546.98,2.1,23.7,50.01
14,2024-02-14 16:04:00,530.29,2.1,23.7,50.01
14,2024-02-14 16:05:00,510.72,2.1,23.7,50.01
14,2024-02-14 16:06:00,506.19,2.1,23.7,50.01
14,2024-02-14 16:07:00,495.32,2.1,23.7,50.01
14,2024-02-14 16:08:00,482.64,2.1,23.7,50.01
14,2024-02-14 16:09:00,477.04,2.1,23.7,50.01
14,2024-02-14 16:10:00,466.1,1.8,23.7,42.9
14,2024-02-14 16:11:00,451.86,1.8,23.7,42.9
14,2024-02-14 16:12:00,434.57,1.8,23.7,42.9
14,2024-02-14 16:13:00,416.64,1.8,23.7,42.9
14,2024-02-14 16:14:00,402.6,1.8,23.7,42.9
14,2024-02-14 16:15:00,389.02,1.8,23.7,42.9
14,2024-02-14 16:16:00,364.36,1.8,23.7,42.9
14,2024-02-14 16:17:00,356.38,1.8,23.7,42.9
14,2024-02-14 16:18:00,347.14,1.8,23.7,42.9
14,2024-02-14 16:19:00,325.24,1.8,23.7,42.9
14,2024-02-14 16:20:00,308.48,1.5,23.4,35.33
14,2024-02-14 16:21:00,286.44,1.5,23.4,35.33
14,2024-02-14 16:22:00,275.3,1.5,23.4,35.33
14,2024-02-14 16:23:00,256.67,1.5,23.4,35.33
14,2024-02-14 16:24:00,263.32,1.5,23.4,35.33
14,2024-02-14 16:25:00,249.98,1.5,23.4,35.33
14,2024-02-14 16:26:00,257.25,1.5,23.4,35.33
14,2024-02-14 16:27:00,250.44,1.5,23.4,35.33
14,2024-02-14 16:28:00,242.71,1.5,23.4,35.33
14,2024-02-14 16:29:00,234.53,1.5,23.4,35.33
14,2024-02-14 16:30:00,229.52,1.2,23.4,28.31
14,2024-02-14 16:31:00,212.16,1.2,23.4,28.31
14,2024-02-14 16:32:00,203.48,1.2,23.4,28.31
14,2024-02-14 16:33:00,190.92,1.2,23.4,28.31
14,2024-02-14 16:34:00,178.85,1.2,23.4,28.31
14,2024-02-14 16:35:00,164.5,1.2,23.4,28.31
14,2024-02-14 16:36:00,161.7,1.2,23.4,28.31
14,2024-02-14 16:37:00,161.47,1.2,23.4,28.31
