LocationCode,DateTime,Power(mW)
14,2024-02-14 15:22:00,1154.19
14,2024-02-14 15:23:00,1140.83
14,2024-02-14 15:24:00,1132.58
14,2024-02-14 15:25:00,1119.11
14,2024-02-14 15:26:00,1104.13
14,2024-02-14 15:27:00,1089.02
14,2024-02-14 15:28:00,1080.6
14,2024-02-14 15:29:00,1069.58
14,2024-02-14 15:30:00,1068.39
14,2024-02-14 15:31:00,1047.6
14,2024-02-14 15:32:00,1031.36
14,2024-02-14 15:33:00,1013.26
14,2024-02-14 15:34:00,995.33
14,2024-02-14 15:35:00,991.64
14,2024-02-14 15:36:00,969.92
14,2024-02-14 15:37:00,950.68
14,2024-02-14 15:38:00,938.33
14,2024-02-14 15:39:00,920.52
14,2024-02-14 15:40:00,904.2
14,2024-02-14 15:41:00,885.09
14,2024-02-14 15:42:00,878.36
14,2024-02-14 15:43:00,870.27
14,2024-02-14 15:44:00,853.86
14,2024-02-14 15:45:00,840.58
14,2024-02-14 15:46:00,825.82
14,2024-02-14 15:47:00,807.56
14,2024-02-14 15:48:00,778.26
14,2024-02-14 15:49:00,751.3
14,2024-02-14 15:50:00,734.08
14,2024-02-14 15:51:00,728.16
14,2024-02-14 15:52:00,717.36
14,2024-02-14 15:53:00,691.97
14,2024-02-14 15:54:00,693.6
14,2024-02-14 15:55:00,672.6
14,2024-02-14 15:56:00,654.08
14,2024-02-14 15:57:00,40.14
14,2024-02-14 15:58:00,41.3
14,2024-02-14 15:59:00,42.84
14,2024-02-14 16:00:00,76.26
14,2024-02-14 16:01:00,97.49
14,2024-02-14 16:02:00,536.78
14,2024-02-14 16:03:00,546.98
14,2024-02-14 16:04:00,530.29
14,2024-02-14 16:05:00,510.72
14,2024-02-14 16:06:00,506.19
14,2024-02-14 16:07:00,495.32
14,2024-02-14 16:08:00,482.64
14,2024-02-14 16:09:00,477.04
14,2024-02-14 16:10:00,466.1
14,2024-02-14 16:11:00,451.86
14,2024-02-14 16:12:00,434.57
14,2024-02-14 16:13:00,416.64
14,2024-02-14 16:14:00,402.6
14,2024-02-14 16:15:00,389.02
14,2024-02-14 16:16:00,364.36
14,2024-02-14 16:17:00,356.38
14,2024-02-14 16:18:00,347.14
14,2024-02-14 16:19:00,325.24
14,2024-02-14 16:20:00,308.48
14,2024-02-14 16:21:00,286.44
14,2024-02-14 16:22:00,275.3
14,2024-02-14 16:23:00,256.67
14,2024-02-14 16:24:00,263.32
14,2024-02-14 16:25:00,249.98
14,2024-02-14 16:26:00,257.25
14,2024-02-14 16:27:00,250.44
14,2024-02-14 16:28:00,242.71
14,2024-02-14 16:29:00,234.53
14,2024-02-14 16:30:00,229.52
14,2024-02-14 16:31:00,212.16
14,2024-02-14 16:32:00,203.48
14,2024-02-14 16:33:00,190.92
14,2024-02-14 16:34:00,178.85
14,2024-02-14 16:35:00,164.5
14,2024-02-14 16:36:00,161.7
14,2024-02-14 16:37:00,161.47
14,2024-02-14 16:38:00,156.32
14,2024-02-14 16:39:00,32.09
14,2024-02-14 16:40:00,17.91
14,2024-02-14 16:41:00,27.13
14,2024-02-14 16:42:00,15.34
14,2024-02-14 16:43:00,12.8
14,2024-02-14 16:44:00,10.92
14,2024-02-14 16:45:00,10.48
14,2024-02-14 16:46:00,9.84
14,2024-02-14 16:47:00,9.33
14,2024-02-14 16:48:00,9.07
14,2024-02-14 16:49:00,8.56
14,2024-02-15 06:10:00,0.0
14,2024-02-15 06:11:00,0.0
14,2024-02-15 06:12:00,0.0
14,2024-02-15 06:13:00,0.0
14,2024-02-15 06:14:00,0.0
14,2024-02-15 06:15:00,0.0
14,2024-02-15 06:16:00,0.01
14,2024-02-15 06:17:00,0.01
14,2024-02-15 06:18:00,0.01
14,2024-02-15 06:19:00,0.02
14,2024-02-15 06:20:00,0.02
14,2024-02-15 06:21:00,0.02
14,2024-02-15 06:22:00,0.03
14,2024-02-15 06:23:00,0.03
14,2024-02-15 06:24:00,0.03
14,2024-02-15 06:25:00,0.04
14,2024-02-15 06:26:00,0.06
14,2024-02-15 06:27:00,0.08
14,2024-02-15 06:28:00,0.08
14,2024-02-15 06:29:00,0.1
14,2024-02-15 06:30:00,0.14
14,2024-02-15 06:31:00,0.16
14,2024-02-15 06:32:00,0.23
14,2024-02-15 06:33:00,0.25
14,2024-02-15 06:34:00,0.29
14,2024-02-15 06:35:00,0.35
14,2024-02-15 06:36:00,0.38
14,2024-02-15 06:37:00,0.5
14,2024-02-15 06:38:00,0.62
14,2024-02-15 06:39:00,0.7
14,2024-02-15 06:40:00,0.73
14,2024-02-15 06:41:00,0.87
14,2024-02-15 06:42:00,1.02
14,2024-02-15 06:43:00,1.09
14,2024-02-15 06:44:00,1.28
14,2024-02-15 06:45:00,1.34
14,2024-02-15 06:46:00,1.54
14,2024-02-15 06:47:00,1.6
14,2024-02-15 06:48:00,1.68
14,2024-02-15 06:49:00,2.31
14,2024-02-15 06:50:00,4.56
14,2024-02-15 06:51:00,6.77
14,2024-02-15 06:52:00,7.88
14,2024-02-15 06:53:00,9.11
14,2024-02-15 06:54:00,10.26
14,2024-02-15 06:55:00,11.35
