LocationCode,DateTime,Power(mW)
2,2024-01-17 15:28:00,61.29
2,2024-01-17 15:29:00,62.2
2,2024-01-17 15:36:00,42.12
2,2024-01-17 15:39:00,39.39
2,2024-01-17 15:40:00,40.54
2,2024-01-17 15:41:00,39.67
2,2024-01-17 15:42:00,39.09
2,2024-01-17 15:43:00,36.96
2,2024-01-17 15:44:00,34.13
2,2024-01-17 15:45:00,30.66
2,2024-01-17 15:46:00,28.13
2,2024-01-17 15:47:00,27.23
2,2024-01-17 15:48:00,30.56
2,2024-01-17 15:49:00,36.92
2,2024-01-17 15:50:00,43.63
2,2024-01-17 15:51:00,73.09
2,2024-01-17 15:52:00,74.98
2,2024-01-17 15:53:00,110.89
2,2024-01-17 15:54:00,233.5
2,2024-01-17 15:55:00,122.4
2,2024-01-17 15:56:00,181.93
2,2024-01-17 15:57:00,257.22
2,2024-01-17 15:58:00,118.2
2,2024-01-17 15:59:00,233.67
2,2024-01-17 16:00:00,62.58
2,2024-01-17 16:01:00,46.62
2,2024-01-17 16:02:00,129.49
2,2024-01-17 16:03:00,226.57
2,2024-01-17 16:04:00,144.97
2,2024-01-17 16:05:00,23.76
2,2024-01-17 16:06:00,39.56
2,2024-01-17 16:07:00,28.22
2,2024-01-17 16:08:00,40.83
2,2024-01-17 16:09:00,107.64
2,2024-01-17 16:10:00,49.14
2,2024-01-17 16:11:00,14.39
2,2024-01-17 16:12:00,13.33
2,2024-01-17 16:13:00,13.44
2,2024-01-17 16:14:00,11.97
2,2024-01-17 16:15:00,11.32
2,2024-01-17 16:16:00,11.07
2,2024-01-17 16:17:00,10.5
2,2024-01-17 16:18:00,10.32
2,2024-01-17 16:19:00,9.89
2,2024-01-17 16:20:00,9.78
2,2024-01-17 16:21:00,9.74
2,2024-01-17 16:22:00,9.39
2,2024-01-17 16:23:00,9.33
2,2024-01-17 16:24:00,8.62
2,2024-01-17 16:25:00,8.53
2,2024-01-17 16:26:00,9.13
2,2024-01-17 16:27:00,8.04
2,2024-01-17 16:28:00,9.13
2,2024-01-17 16:29:00,14.53
2,2024-01-17 16:30:00,8.46
2,2024-01-17 16:31:00,7.94
2,2024-01-17 16:32:00,11.78
2,2024-01-17 16:33:00,8.04
2,2024-01-17 16:34:00,6.99
2,2024-01-17 16:35:00,6.56
2,2024-01-17 16:36:00,6.21
2,2024-01-17 16:37:00,5.48
2,2024-01-17 16:38:00,4.8
2,2024-01-17 16:39:00,4.58
2,2024-01-17 16:40:00,4.18
2,2024-01-17 16:41:00,4.13
2,2024-01-17 16:42:00,4.2
2,2024-01-17 16:43:00,4.22
2,2024-01-17 16:44:00,3.85
2,2024-01-17 16:45:00,3.39
2,2024-01-17 16:46:00,3.07
2,2024-01-17 16:47:00,2.96
2,2024-01-17 16:48:00,2.98
2,2024-01-17 16:49:00,3.03
2,2024-01-17 16:50:00,3.04
2,2024-01-17 16:51:00,3.23
2,2024-01-17 16:52:00,3.32
2,2024-01-17 16:53:00,3.33
2,2024-01-17 16:54:00,3.37
2,2024-01-17 16:55:00,3.35
2,2024-01-17 16:56:00,3.04
2,2024-01-17 16:57:00,2.93
2,2024-01-17 16:58:00,2.54
2,2024-01-17 16:59:00,2.17
2,2024-01-17 17:00:00,1.69
2,2024-01-17 17:01:00,1.39
2,2024-01-17 17:02:00,1.12
2,2024-01-17 17:03:00,0.91
2,2024-01-17 17:04:00,0.77
2,2024-01-17 17:05:00,0.74
2,2024-01-17 17:06:00,0.68
2,2024-01-17 17:07:00,0.59
2,2024-01-17 17:08:00,0.56
2,2024-01-17 17:09:00,0.54
2,2024-01-17 17:11:00,0.42
2,2024-01-17 17:12:00,0.42
2,2024-01-17 17:13:00,0.39
2,2024-01-17 17:14:00,0.33
2,2024-01-17 17:15:00,0.3
2,2024-01-17 17:16:00,0.28
2,2024-01-17 17:17:00,0.29
2,2024-01-17 17:18:00,0.2
2,2024-01-17 17:19:00,0.18
2,2024-01-17 17:20:00,0.17
2,2024-01-17 17:21:00,0.16
2,2024-01-17 17:22:00,0.11
2,2024-01-17 17:23:00,0.11
2,2024-01-17 17:24:00,0.1
2,2024-01-17 17:25:00,0.06
2,2024-01-17 17:26:00,0.08
2,2024-01-17 17:27:00,0.05
2,2024-01-17 17:28:00,0.05
2,2024-01-17 17:29:00,0.04
2,2024-01-17 17:30:00,0.04
2,2024-01-17 17:31:00,0.03
2,2024-01-17 17:32:00,0.02
2,2024-01-17 17:33:00,0.01
2,2024-01-17 17:34:00,0.01
2,2024-01-17 17:35:00,0.01
2,2024-01-17 17:36:00,0.01
2,2024-01-17 17:37:00,0.0
2,2024-01-17 17:38:00,0.0
2,2024-01-17 17:39:00,0.0
2,2024-01-17 17:40:00,0.0
2,2024-01-17 17:41:00,0.0
2,2024-01-17 17:42:00,0.0
2,2024-01-17 17:43:00,0.0
2,2024-01-17 17:44:00,0.0
2,2024-01-17 17:45:00,0.0
2,2024-01-17 17:46:00,0.0
2,2024-01-18 06:22:00,0.0
2,2024-01-18 06:23:00,0.0
2,2024-01-18 06:24:00,0.0
2,2024-01-18 06:25:00,0.0
2,2024-01-18 06:26:00,0.0
2,2024-01-18 06:27:00,0.0
2,2024-01-18 06:28:00,0.0
2,2024-01-18 06:29:00,0.0
2,2024-01-18 06:30:00,0.0
2,2024-01-18 06:31:00,0.01
2,2024-01-18 06:32:00,0.01
2,2024-01-18 06:33:00,0.01
2,2024-01-18 06:34:00,0.01
2,2024-01-18 06:35:00,0.01
2,2024-01-18 06:36:00,0.03
2,2024-01-18 06:37:00,0.03
2,2024-01-18 06:38:00,0.04
2,2024-01-18 06:40:00,0.06
2,2024-01-18 06:41:00,0.06
2,2024-01-18 06:42:00,0.1
2,2024-01-18 06:43:00,0.16
2,2024-01-18 06:44:00,0.17
2,2024-01-18 06:45:00,0.19
2,2024-01-18 06:46:00,0.27
2,2024-01-18 06:47:00,0.3
2,2024-01-18 06:48:00,0.4
2,2024-01-18 06:49:00,0.42
2,2024-01-18 06:50:00,0.45
2,2024-01-18 06:51:00,0.67
2,2024-01-18 06:52:00,0.77
2,2024-01-18 06:53:00,0.95
2,2024-01-18 06:54:00,1.09
2,2024-01-18 06:55:00,1.18
2,2024-01-18 06:56:00,1.36
2,2024-01-18 06:57:00,1.45
2,2024-01-18 06:58:00,1.67
2,2024-01-18 06:59:00,1.77
2,2024-01-18 07:00:00,2.03
2,2024-01-18 07:01:00,2.3
2,2024-01-18 07:02:00,2.42
2,2024-01-18 07:03:00,2.87
2,2024-01-18 07:04:00,3.03
2,2024-01-18 07:05:00,3.07
2,2024-01-18 07:06:00,3.28
2,2024-01-18 07:07:00,3.47
2,2024-01-18 07:08:00,3.87
2,2024-01-18 07:09:00,4.28
2,2024-01-18 07:10:00,4.8
2,2024-01-18 07:11:00,5.75
2,2024-01-18 07:12:00,6.1
2,2024-01-18 07:13:00,6.6
2,2024-01-18 07:14:00,7.23
2,2024-01-18 07:15:00,7.88
2,2024-01-18 07:16:00,8.53
2,2024-01-18 07:17:00,9.33
2,2024-01-18 07:18:00,9.78
2,2024-01-18 07:20:00,9.89
2,2024-01-18 07:21:00,9.89
2,2024-01-18 07:22:00,10.36
2,2024-01-18 07:23:00,10.44
2,2024-01-18 07:24:00,10.44
2,2024-01-18 07:25:00,10.42
2,2024-01-18 07:26:00,10.42
2,2024-01-18 07:27:00,11.69
2,2024-01-18 07:28:00,12.61
2,2024-01-18 07:29:00,13.4
2,2024-01-18 07:30:00,14.98
2,2024-01-18 07:31:00,15.95
2,2024-01-18 07:32:00,15.26
2,2024-01-18 07:33:00,15.73
2,2024-01-18 07:34:00,16.13
2,2024-01-18 07:35:00,16.61
2,2024-01-18 07:36:00,15.26
2,2024-01-18 07:37:00,15.84
2,2024-01-18 07:38:00,16.99
2,2024-01-18 07:39:00,18.56
2,2024-01-18 07:40:00,24.44
2,2024-01-18 07:41:00,28.96
2,2024-01-18 07:42:00,29.6
2,2024-01-18 07:43:00,27.93
2,2024-01-18 07:44:00,94.43
2,2024-01-18 07:45:00,35.2
2,2024-01-18 07:46:00,43.75
2,2024-01-18 07:47:00,444.44
2,2024-01-18 07:48:00,86.34
2,2024-01-18 07:49:00,303.32
2,2024-01-18 07:50:00,554.42
2,2024-01-18 07:51:00,69.76
2,2024-01-18 07:52:00,55.97
2,2024-01-18 07:53:00,50.77
2,2024-01-18 07:54:00,458.41
2,2024-01-18 07:55:00,741.89
2,2024-01-18 07:56:00,105.18
2,2024-01-18 07:57:00,52.61
2,2024-01-18 07:58:00,707.99
2,2024-01-18 07:59:00,788.63
2,2024-01-18 08:00:00,835.09
2,2024-01-18 08:01:00,722.9
2,2024-01-18 08:02:00,56.03
2,2024-01-18 08:03:00,49.61
2,2024-01-18 08:04:00,46.49
2,2024-01-18 08:05:00,46.12
2,2024-01-18 08:06:00,43.31
2,2024-01-18 08:07:00,45.01
2,2024-01-18 08:08:00,110.39
2,2024-01-18 08:09:00,73.0
2,2024-01-18 08:10:00,765.95
2,2024-01-18 08:11:00,46.32
2,2024-01-18 08:12:00,48.08
2,2024-01-18 08:13:00,46.07
2,2024-01-18 08:14:00,134.18
2,2024-01-18 08:15:00,988.0
2,2024-01-18 08:16:00,136.08
2,2024-01-18 08:17:00,69.7
2,2024-01-18 08:18:00,48.2
2,2024-01-18 08:19:00,62.49
2,2024-01-18 08:20:00,82.08
2,2024-01-18 08:21:00,133.75
