LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
3,2024-03-09 14:06:00,12.28,1.0,16.8,16.97
3,2024-03-09 14:07:00,16.26,1.0,16.8,16.97
3,2024-03-09 14:08:00,18.32,1.0,16.8,16.97
3,2024-03-09 14:09:00,16.49,1.0,16.8,16.97
3,2024-03-09 14:10:00,14.88,0.9,16.9,15.38
3,2024-03-09 14:11:00,16.57,0.9,16.9,15.38
3,2024-03-09 14:12:00,22.32,0.9,16.9,15.38
3,2024-03-09 14:13:00,30.05,0.9,16.9,15.38
3,2024-03-09 14:14:00,31.41,0.9,16.9,15.38
3,2024-03-09 14:15:00,29.1,0.9,16.9,15.38
3,2024-03-09 14:16:00,29.06,0.9,16.9,15.38
3,2024-03-09 14:17:00,31.05,0.9,16.9,15.38
3,2024-03-09 14:18:00,28.7,0.9,16.9,15.38
3,2024-03-09 14:19:00,33.87,0.9,16.9,15.38
3,2024-03-09 14:20:00,35.2,0.9,16.8,15.29
3,2024-03-09 14:21:00,33.65,0.9,16.8,15.29
3,2024-03-09 14:22:00,30.89,0.9,16.8,15.29
3,2024-03-09 14:23:00,29.06,0.9,16.8,15.29
3,2024-03-09 14:24:00,27.73,0.9,16.8,15.29
3,2024-03-09 14:25:00,27.73,0.9,16.8,15.29
3,2024-03-09 14:26:00,28.7,0.9,16.8,15.29
3,2024-03-09 14:27:00,25.29,0.9,16.8,15.29
3,2024-03-09 14:28:00,25.66,0.9,16.8,15.29
3,2024-03-09 14:29:00,24.16,0.9,16.8,15.29
3,2024-03-09 14:30:00,22.35,0.8,16.7,13.53
3,2024-03-09 14:31:00,21.29,0.8,16.7,13.53
3,2024-03-09 14:32:00,23.31,0.8,16.7,13.53
3,2024-03-09 14:33:00,27.83,0.8,16.7,13.53
3,2024-03-09 14:34:00,31.16,0.8,16.7,13.53
3,2024-03-09 14:35:00,29.95,0.8,16.7,13.53
3,2024-03-09 14:36:00,22.26,0.8,16.7,13.53
3,2024-03-09 14:37:00,17.32,0.8,16.7,13.53
3,2024-03-09 14:38:00,15.54,0.8,16.7,13.53
3,2024-03-09 14:39:00,15.76,0.8,16.7,13.53
3,2024-03-09 14:40:00,16.64,0.7,16.8,11.93
3,2024-03-09 14:41:00,17.39,0.7,16.8,11.93
3,2024-03-09 14:42:00,17.36,0.7,16.8,11.93
3,2024-03-09 14:43:00,18.0,0.7,16.8,11.93
3,2024-03-09 14:44:00,20.33,0.7,16.8,11.93
3,2024-03-09 14:45:00,23.27,0.7,16.8,11.93
3,2024-03-09 14:46:00,26.75,0.7,16.8,11.93
3,2024-03-09 14:47:00,26.4,0.7,16.8,11.93
3,2024-03-09 14:48:00,28.9,0.7,16.8,11.93
3,2024-03-09 14:49:00,24.62,0.7,16.8,11.93
3,2024-03-09 14:50:00,18.56,0.7,16.8,11.93
3,2024-03-09 14:51:00,16.77,0.7,16.8,11.93
3,2024-03-09 14:52:00,16.61,0.7,16.8,11.93
3,2024-03-09 14:53:00,19.35,0.7,16.8,11.93
3,2024-03-09 14:54:00,25.38,0.7,16.8,11.93
3,2024-03-09 14:55:00,26.59,0.7,16.8,11.93
3,2024-03-09 14:56:00,29.74,0.7,16.8,11.93
3,2024-03-09 14:57:00,28.96,0.7,16.8,11.93
3,2024-03-09 14:58:00,31.26,0.7,16.8,11.93
3,2024-03-09 14:59:00,22.09,0.7,16.8,11.93
3,2024-03-09 15:00:00,17.55,0.7,16.8,11.93
