LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
2,2024-01-17 15:28:00,61.29,2.3,22.8,52.67
2,2024-01-17 15:29:00,62.2,2.3,22.8,52.67
2,2024-01-17 15:36:00,42.12,2.1,22.4,47.26
2,2024-01-17 15:39:00,39.39,2.1,22.4,47.26
2,2024-01-17 15:40:00,40.54,1.8,21.9,39.64
2,2024-01-17 15:41:00,39.67,1.8,21.9,39.64
2,2024-01-17 15:42:00,39.09,1.8,21.9,39.64
2,2024-01-17 15:43:00,36.96,1.8,21.9,39.64
2,2024-01-17 15:44:00,34.13,1.8,21.9,39.64
2,2024-01-17 15:45:00,30.66,1.8,21.9,39.64
2,2024-01-17 15:46:00,28.13,1.8,21.9,39.64
2,2024-01-17 15:47:00,27.23,1.8,21.9,39.64
2,2024-01-17 15:48:00,30.56,1.8,21.9,39.64
2,2024-01-17 15:49:00,36.92,1.8,21.9,39.64
2,2024-01-17 15:50:00,43.63,1.6,21.7,34.94
2,2024-01-17 15:51:00,73.09,1.6,21.7,34.94
2,2024-01-17 15:52:00,74.98,1.6,21.7,34.94
2,2024-01-17 15:53:00,110.89,1.6,21.7,34.94
2,2024-01-17 15:54:00,233.5,1.6,21.7,34.94
2,2024-01-17 15:55:00,122.4,1.6,21.7,34.94
2,2024-01-17 15:56:00,181.93,1.6,21.7,34.94
2,2024-01-17 15:57:00,257.22,1.6,21.7,34.94
2,2024-01-17 15:58:00,118.2,1.6,21.7,34.94
2,2024-01-17 15:59:00,233.67,1.6,21.7,34.94
2,2024-01-17 16:00:00,62.58,1.3,21.7,28.43
2,2024-01-17 16:01:00,46.62,1.3,21.7,28.43
2,2024-01-17 16:02:00,129.49,1.3,21.7,28.43
2,2024-01-17 16:03:00,226.57,1.3,21.7,28.43
2,2024-01-17 16:04:00,144.97,1.3,21.7,28.43
2,2024-01-17 16:05:00,23.76,1.3,21.7,28.43
2,2024-01-17 16:06:00,39.56,1.3,21.7,28.43
2,2024-01-17 16:07:00,28.22,1.3,21.7,28.43
2,2024-01-17 16:08:00,40.83,1.3,21.7,28.43
2,2024-01-17 16:09:00,107.64,1.3,21.7,28.43
2,2024-01-17 16:10:00,49.14,1.1,21.7,24.09
2,2024-01-17 16:11:00,14.39,1.1,21.7,24.09
2,2024-01-17 16:12:00,13.33,1.1,21.7,24.09
2,2024-01-17 16:13:00,13.44,1.1,21.7,24.09
2,2024-01-17 16:14:00,11.97,1.1,21.7,24.09
2,2024-01-17 16:15:00,11.32,1.1,21.7,24.09
2,2024-01-17 16:16:00,11.07,1.1,21.7,24.09
2,2024-01-17 16:17:00,10.5,1.1,21.7,24.09
2,2024-01-17 16:18:00,10.32,1.1,21.7,24.09
2,2024-01-17 16:19:00,9.89,1.1,21.7,24.09
2,2024-01-17 16:20:00,9.78,0.9,21.7,19.75
2,2024-01-17 16:21:00,9.74,0.9,21.7,19.75
2,2024-01-17 16:22:00,9.39,0.9,21.7,19.75
2,2024-01-17 16:23:00,9.33,0.9,21.7,19.75
2,2024-01-17 16:24:00,8.62,0.9,21.7,19.75
2,2024-01-17 16:25:00,8.53,0.9,21.7,19.75
2,2024-01-17 16:26:00,9.13,0.9,21.7,19.75
2,2024-01-17 16:27:00,8.04,0.9,21.7,19.75
2,2024-01-17 16:28:00,9.13,0.9,21.7,19.75
2,2024-01-17 16:29:00,14.53,0.9,21.7,19.75
2,2024-01-17 16:30:00,8.46,0.7,22.1,15.69
2,2024-01-17 16:31:00,7.94,0.7,22.1,15.69
2,2024-01-17 16:32:00,11.78,0.7,22.1,15.69
2,2024-01-17 16:33:00,8.04,0.7,22.1,15.69
2,2024-01-17 16:34:00,6.99,0.7,22.1,15.69
2,2024-01-17 16:35:00,6.56,0.7,22.1,15.69
2,2024-01-17 16:36:00,6.21,0.7,22.1,15.69
2,2024-01-17 16:37:00,5.48,0.7,22.1,15.69
2,2024-01-17 16:38:00,4.8,0.7,22.1,15.69
2,2024-01-17 16:39:00,4.58,0.7,22.1,15.69
2,2024-01-17 16:40:00,4.18,0.5,22.2,11.32
2,2024-01-17 16:41:00,4.13,0.5,22.2,11.32
2,2024-01-17 16:42:00,4.2,0.5,22.2,11.32
2,2024-01-17 16:43:00,4.22,0.5,22.2,11.32
2,2024-01-17 16:44:00,3.85,0.5,22.2,11.32
2,2024-01-17 16:45:00,3.39,0.5,22.2,11.32
2,2024-01-17 16:46:00,3.07,0.5,22.2,11.32
2,2024-01-17 16:47:00,2.96,0.5,22.2,11.32
2,2024-01-17 16:48:00,2.98,0.5,22.2,11.32
2,2024-01-17 16:49:00,3.03,0.5,22.2,11.32
2,2024-01-17 16:50:00,3.04,0.4,22.0,9.02
2,2024-01-17 16:51:00,3.23,0.4,22.0,9.02
2,2024-01-17 16:52:00,3.32,0.4,22.0,9.02
2,2024-01-17 16:53:00,3.33,0.4,22.0,9.02
2,2024-01-17 16:54:00,3.37,0.4,22.0,9.02
2,2024-01-17 16:55:00,3.35,0.4,22.0,9.02
2,2024-01-17 16:56:00,3.04,0.4,22.0,9.02
2,2024-01-17 16:57:00,2.93,0.4,22.0,9.02
2,2024-01-17 16:58:00,2.54,0.4,22.0,9.02
2,2024-01-17 16:59:00,2.17,0.4,22.0,9.02
2,2024-01-17 17:00:00,1.69,0.3,21.5,6.66
2,2024-01-17 17:01:00,1.39,0.3,21.5,6.66
2,2024-01-17 17:02:00,1.12,0.3,21.5,6.66
2,2024-01-17 17:03:00,0.91,0.3,21.5,6.66
2,2024-01-17 17:04:00,0.77,0.3,21.5,6.66
2,2024-01-17 17:05:00,0.74,0.3,21.5,6.66
2,2024-01-17 17:06:00,0.68,0.3,21.5,6.66
2,2024-01-17 17:07:00,0.59,0.3,21.5,6.66
2,2024-01-17 17:08:00,0.56,0.3,21.5,6.66
2,2024-01-17 17:09:00,0.54,0.3,21.5,6.66
2,2024-01-17 17:11:00,0.42,0.2,21.1,4.43
2,2024-01-17 17:12:00,0.42,0.2,21.1,4.43
2,2024-01-17 17:13:00,0.39,0.2,21.1,4.43
2,2024-01-17 17:14:00,0.33,0.2,21.1,4.43
2,2024-01-17 17:15:00,0.3,0.2,21.1,4.43
2,2024-01-17 17:16:00,0.28,0.2,21.1,4.43
