LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
7,2024-05-17 16:54:00,2.0,0.9,25.7,23.39
7,2024-05-17 16:55:00,2.03,0.9,25.7,23.39
7,2024-05-17 16:56:00,1.77,0.9,25.7,23.39
7,2024-05-17 16:57:00,2.31,0.9,25.7,23.39
7,2024-05-17 16:58:00,2.13,0.9,25.7,23.39
7,2024-05-17 16:59:00,2.17,0.9,25.7,23.39
7,2024-05-17 17:00:00,2.07,0.8,25.5,20.66
7,2024-05-17 17:01:00,1.82,0.8,25.5,20.66
7,2024-05-17 17:02:00,1.77,0.8,25.5,20.66
7,2024-05-17 17:03:00,1.77,0.8,25.5,20.66
7,2024-05-17 17:04:00,1.78,0.8,25.5,20.66
7,2024-05-17 17:05:00,2.0,0.8,25.5,20.66
7,2024-05-17 17:06:00,2.12,0.8,25.5,20.66
7,2024-05-17 17:07:00,2.0,0.8,25.5,20.66
7,2024-05-17 17:08:00,1.74,0.8,25.5,20.66
7,2024-05-17 17:09:00,1.48,0.8,25.5,20.66
7,2024-05-17 17:10:00,1.23,0.6,25.5,15.56
7,2024-05-17 17:11:00,1.03,0.6,25.5,15.56
7,2024-05-17 17:12:00,0.96,0.6,25.5,15.56
7,2024-05-17 17:13:00,0.95,0.6,25.5,15.56
7,2024-05-17 17:14:00,0.96,0.6,25.5,15.56
7,2024-05-17 17:15:00,1.0,0.6,25.5,15.56
7,2024-05-17 17:16:00,1.0,0.6,25.5,15.56
7,2024-05-17 17:17:00,0.94,0.6,25.5,15.56
7,2024-05-17 17:18:00,0.82,0.6,25.5,15.56
7,2024-05-17 17:19:00,0.77,0.6,25.5,15.56
7,2024-05-17 17:20:00,0.62,0.5,25.4,12.95
7,2024-05-17 17:21:00,0.6,0.5,25.4,12.95
7,2024-05-17 17:22:00,0.63,0.5,25.4,12.95
7,2024-05-17 17:23:00,0.62,0.5,25.4,12.95
7,2024-05-17 17:24:00,0.58,0.5,25.4,12.95
7,2024-05-17 17:25:00,0.6,0.5,25.4,12.95
7,2024-05-17 17:26:00,0.61,0.5,25.4,12.95
7,2024-05-17 17:27:00,0.59,0.5,25.4,12.95
7,2024-05-17 17:28:00,0.6,0.5,25.4,12.95
7,2024-05-17 17:29:00,0.61,0.5,25.4,12.95
7,2024-05-17 17:30:00,0.64,0.4,25.4,10.41
7,2024-05-17 17:31:00,0.77,0.4,25.4,10.41
7,2024-05-17 17:32:00,0.92,0.4,25.4,10.41
7,2024-05-17 17:33:00,1.0,0.4,25.4,10.41
7,2024-05-17 17:34:00,1.22,0.4,25.4,10.41
7,2024-05-17 17:35:00,1.43,0.4,25.4,10.41
7,2024-05-17 17:36:00,1.57,0.4,25.4,10.41
7,2024-05-17 17:37:00,2.03,0.4,25.4,10.41
7,2024-05-17 17:38:00,2.39,0.4,25.4,10.41
7,2024-05-17 17:39:00,2.8,0.4,25.4,10.41
7,2024-05-17 17:40:00,3.05,0.2,24.8,5.21
7,2024-05-17 17:41:00,3.13,0.2,24.8,5.21
7,2024-05-17 17:42:00,3.18,0.2,24.8,5.21
7,2024-05-17 17:43:00,3.2,0.2,24.8,5.21
7,2024-05-17 17:44:00,3.13,0.2,24.8,5.21
7,2024-05-17 17:45:00,3.06,0.2,24.8,5.21
7,2024-05-17 17:46:00,2.71,0.2,24.8,5.21
7,2024-05-17 17:47:00,2.36,0.2,24.8,5.21
7,2024-05-17 17:48:00,2.1,0.2,24.8,5.21
7,2024-05-17 17:49:00,2.0,0.2,24.8,5.21
7,2024-05-17 17:50:00,1.74,0.1,24.7,2.72
7,2024-05-17 17:51:00,1.53,0.1,24.7,2.72
7,2024-05-17 17:52:00,1.42,0.1,24.7,2.72
7,2024-05-17 17:53:00,1.05,0.1,24.7,2.72
7,2024-05-17 17:54:00,0.96,0.1,24.7,2.72
7,2024-05-17 17:55:00,0.76,0.1,24.7,2.72
7,2024-05-17 17:56:00,0.65,0.1,24.7,2.72
7,2024-05-17 17:57:00,0.61,0.1,24.7,2.72
7,2024-05-17 17:58:00,0.58,0.1,24.7,2.72
7,2024-05-17 17:59:00,0.55,0.1,24.7,2.72
7,2024-05-17 18:00:00,0.57,0.1,24.1,2.65
7,2024-05-17 18:01:00,0.56,0.1,24.1,2.65
7,2024-05-17 18:02:00,0.54,0.1,24.1,2.65
7,2024-05-17 18:03:00,0.46,0.1,24.1,2.65
7,2024-05-17 18:04:00,0.46,0.1,24.1,2.65
7,2024-05-17 18:05:00,0.48,0.1,24.1,2.65
7,2024-05-17 18:06:00,0.6,0.1,24.1,2.65
7,2024-05-17 18:07:00,0.61,0.1,24.1,2.65
7,2024-05-17 18:08:00,0.59,0.1,24.1,2.65
7,2024-05-17 18:09:00,0.48,0.1,24.1,2.65
7,2024-05-17 18:10:00,0.42,0.1,24.1,2.65
7,2024-05-17 18:11:00,0.32,0.1,24.1,2.65
7,2024-05-17 18:12:00,0.28,0.1,24.1,2.65
7,2024-05-17 18:13:00,0.23,0.1,24.1,2.65
7,2024-05-17 18:14:00,0.21,0.1,24.1,2.65
7,2024-05-17 18:15:00,0.18,0.1,24.1,2.65
7,2024-05-17 18:16:00,0.14,0.1,24.1,2.65
7,2024-05-17 18:17:00,0.17,0.1,24.1,2.65
7,2024-05-17 18:18:00,0.13,0.1,24.1,2.65
7,2024-05-17 18:19:00,0.12,0.1,24.1,2.65
7,2024-05-17 18:20:00,0.1,0.0,23.8,0.24
7,2024-05-17 18:21:00,0.09,0.0,23.8,0.24
7,2024-05-17 18:22:00,0.07,0.0,23.8,0.24
7,2024-05-17 18:23:00,0.06,0.0,23.8,0.24
7,2024-05-17 18:24:00,0.05,0.0,23.8,0.24
7,2024-05-17 18:25:00,0.04,0.0,23.8,0.24
7,2024-05-17 18:26:00,0.05,0.0,23.8,0.24
7,2024-05-17 18:27:00,0.03,0.0,23.8,0.24
7,2024-05-17 18:28:00,0.02,0.0,23.8,0.24
7,2024-05-17 18:29:00,0.02,0.0,23.8,0.24
7,2024-05-17 18:30:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:31:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:32:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:33:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:34:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:35:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:36:00,0.0,0.0,23.8,0.24
7,2024-05-17 18:37:00,0.0,0.0,23.8,0.24
7,2024-05-17 18:38:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:39:00,0.01,0.0,23.8,0.24
7,2024-05-17 18:40:00,0.0,0.0,23.9,0.24
7,2024-05-17 18:41:00,0.0,0.0,23.9,0.24
7,2024-05-17 18:42:00,0.0,0.0,23.9,0.24
7,2024-05-17 18:43:00,0.0,0.0,23.9,0.24
7,2024-05-18 04:57:00,0.0,0.0,21.6,0.22
7,2024-05-18 04:58:00,0.0,0.0,21.6,0.22
7,2024-05-18 04:59:00,0.0,0.0,21.6,0.22
7,2024-05-18 05:00:00,0.01,0.0,21.7,0.22
7,2024-05-18 05:01:00,0.01,0.0,21.7,0.22
7,2024-05-18 05:02:00,0.01,0.0,21.7,0.22
7,2024-05-18 05:03:00,0.01,0.0,21.7,0.22
7,2024-05-18 05:04:00,0.02,0.0,21.7,0.22
7,2024-05-18 05:05:00,0.04,0.0,21.7,0.22
7,2024-05-18 05:06:00,0.06,0.0,21.7,0.22
7,2024-05-18 05:07:00,0.1,0.0,21.7,0.22
7,2024-05-18 05:08:00,0.12,0.0,21.7,0.22
7,2024-05-18 05:09:00,0.16,0.0,21.7,0.22
7,2024-05-18 05:10:00,0.18,0.0,21.8,0.22
7,2024-05-18 05:11:00,0.22,0.0,21.8,0.22
7,2024-05-18 05:12:00,0.21,0.0,21.8,0.22
7,2024-05-18 05:13:00,0.21,0.0,21.8,0.22
