LocationCode,DateTime,Power(mW)
5,2024-04-21 16:32:00,234.75
5,2024-04-21 16:33:00,94.14
5,2024-04-21 16:34:00,111.05
5,2024-04-21 16:35:00,196.04
5,2024-04-21 16:36:00,109.03
5,2024-04-21 16:37:00,130.51
5,2024-04-21 16:38:00,93.6
5,2024-04-21 16:39:00,98.55
5,2024-04-21 16:40:00,89.58
5,2024-04-21 16:41:00,79.78
5,2024-04-21 16:42:00,70.61
5,2024-04-21 16:43:00,75.59
5,2024-04-21 16:44:00,160.95
5,2024-04-21 16:45:00,158.65
5,2024-04-21 16:46:00,87.35
5,2024-04-21 16:47:00,79.12
5,2024-04-21 16:48:00,77.18
5,2024-04-21 16:49:00,55.14
5,2024-04-21 16:50:00,50.16
5,2024-04-21 16:51:00,49.5
5,2024-04-21 16:52:00,48.83
5,2024-04-21 16:53:00,45.94
5,2024-04-21 16:54:00,42.77
5,2024-04-21 16:55:00,39.09
5,2024-04-21 16:56:00,38.0
5,2024-04-21 16:57:00,41.47
5,2024-04-21 16:58:00,34.65
5,2024-04-21 16:59:00,31.97
5,2024-04-21 17:00:00,29.58
5,2024-04-21 17:01:00,26.55
5,2024-04-21 17:02:00,22.32
5,2024-04-21 17:03:00,19.16
5,2024-04-21 17:04:00,16.42
5,2024-04-21 17:05:00,14.62
5,2024-04-21 17:06:00,12.21
5,2024-04-21 17:07:00,10.0
5,2024-04-21 17:08:00,8.62
5,2024-04-21 17:09:00,8.05
5,2024-04-21 17:10:00,6.48
5,2024-04-21 17:11:00,5.37
5,2024-04-21 17:12:00,4.75
5,2024-04-21 17:13:00,4.26
5,2024-04-21 17:14:00,3.9
5,2024-04-21 17:15:00,3.46
5,2024-04-21 17:16:00,3.2
5,2024-04-21 17:17:00,3.13
5,2024-04-21 17:18:00,2.85
5,2024-04-21 17:19:00,2.77
5,2024-04-21 17:20:00,2.71
5,2024-04-21 17:21:00,2.69
5,2024-04-21 17:22:00,2.75
5,2024-04-21 17:23:00,2.77
5,2024-04-21 17:24:00,2.72
5,2024-04-21 17:25:00,2.71
5,2024-04-21 17:26:00,2.72
5,2024-04-21 17:27:00,2.72
5,2024-04-21 17:28:00,2.71
5,2024-04-21 17:29:00,2.64
5,2024-04-21 17:30:00,2.42
5,2024-04-21 17:31:00,2.21
5,2024-04-21 17:32:00,2.14
5,2024-04-21 17:33:00,2.06
5,2024-04-21 17:34:00,2.06
5,2024-04-21 17:35:00,2.12
5,2024-04-21 17:36:00,2.14
5,2024-04-21 17:37:00,2.14
5,2024-04-21 17:38:00,2.07
5,2024-04-21 17:39:00,2.02
5,2024-04-21 17:40:00,2.04
5,2024-04-21 17:41:00,2.07
5,2024-04-21 17:42:00,2.03
5,2024-04-21 17:43:00,2.06
5,2024-04-21 17:44:00,2.3
5,2024-04-21 17:45:00,2.13
5,2024-04-21 17:46:00,2.18
5,2024-04-21 17:47:00,2.12
5,2024-04-21 17:48:00,2.04
5,2024-04-21 17:49:00,1.78
5,2024-04-21 17:50:00,1.54
5,2024-04-21 17:51:00,1.3
