LocationCode,DateTime,Power(mW),H_UVI,TEMP,H_UVI_TEMP_interaction
11,2024-02-28 06:04:00,0.0,0.0,15.8,0.16
11,2024-02-28 06:05:00,0.01,0.0,15.8,0.16
11,2024-02-28 06:06:00,0.01,0.0,15.8,0.16
11,2024-02-28 06:07:00,0.0,0.0,15.8,0.16
11,2024-02-28 06:08:00,0.01,0.0,15.8,0.16
11,2024-02-28 06:09:00,0.01,0.0,15.8,0.16
11,2024-02-28 06:10:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:11:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:12:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:13:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:14:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:15:00,0.0,0.0,15.7,0.16
11,2024-02-28 06:16:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:17:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:18:00,0.02,0.0,15.7,0.16
11,2024-02-28 06:19:00,0.01,0.0,15.7,0.16
11,2024-02-28 06:20:00,0.02,0.0,15.6,0.16
11,2024-02-28 06:21:00,0.02,0.0,15.6,0.16
11,2024-02-28 06:22:00,0.02,0.0,15.6,0.16
11,2024-02-28 06:23:00,0.03,0.0,15.6,0.16
11,2024-02-28 06:24:00,0.06,0.0,15.6,0.16
11,2024-02-28 06:25:00,0.06,0.0,15.6,0.16
11,2024-02-28 06:26:00,0.12,0.0,15.6,0.16
11,2024-02-28 06:27:00,0.15,0.0,15.6,0.16
11,2024-02-28 06:28:00,0.17,0.0,15.6,0.16
11,2024-02-28 06:29:00,0.24,0.0,15.6,0.16
11,2024-02-28 06:30:00,0.31,0.0,15.7,0.16
11,2024-02-28 06:31:00,0.33,0.0,15.7,0.16
11,2024-02-28 06:32:00,0.38,0.0,15.7,0.16
11,2024-02-28 06:33:00,0.46,0.0,15.7,0.16
11,2024-02-28 06:34:00,0.56,0.0,15.7,0.16
11,2024-02-28 06:35:00,0.5,0.0,15.7,0.16
11,2024-02-28 06:36:00,0.6,0.0,15.7,0.16
11,2024-02-28 06:37:00,0.62,0.0,15.7,0.16
11,2024-02-28 06:38:00,0.64,0.0,15.7,0.16
11,2024-02-28 06:39:00,0.68,0.0,15.7,0.16
11,2024-02-28 06:40:00,0.79,0.0,15.7,0.16
11,2024-02-28 06:41:00,0.85,0.0,15.7,0.16
11,2024-02-28 06:42:00,0.89,0.0,15.7,0.16
11,2024-02-28 06:43:00,1.03,0.0,15.7,0.16
11,2024-02-28 06:44:00,1.08,0.0,15.7,0.16
11,2024-02-28 06:45:00,1.22,0.0,15.7,0.16
11,2024-02-28 06:46:00,1.28,0.0,15.7,0.16
11,2024-02-28 06:47:00,1.46,0.0,15.7,0.16
11,2024-02-28 06:48:00,1.57,0.0,15.7,0.16
11,2024-02-28 06:49:00,1.84,0.0,15.7,0.16
11,2024-02-28 06:50:00,2.18,0.0,15.9,0.16
11,2024-02-28 06:51:00,2.8,0.0,15.9,0.16
11,2024-02-28 06:52:00,3.16,0.0,15.9,0.16
11,2024-02-28 06:53:00,3.3,0.0,15.9,0.16
11,2024-02-28 06:54:00,3.35,0.0,15.9,0.16
11,2024-02-28 06:55:00,3.56,0.0,15.9,0.16
11,2024-02-28 06:56:00,3.73,0.0,15.9,0.16
11,2024-02-28 06:57:00,4.1,0.0,15.9,0.16
11,2024-02-28 06:58:00,4.1,0.0,15.9,0.16
11,2024-02-28 06:59:00,4.36,0.0,15.9,0.16
11,2024-02-28 07:00:00,4.16,0.0,16.1,0.16
11,2024-02-28 07:01:00,3.67,0.0,16.1,0.16
11,2024-02-28 07:02:00,3.91,0.0,16.1,0.16
11,2024-02-28 07:03:00,4.13,0.0,16.1,0.16
11,2024-02-28 07:04:00,4.56,0.0,16.1,0.16
11,2024-02-28 07:05:00,6.62,0.0,16.1,0.16
11,2024-02-28 07:06:00,12.67,0.0,16.1,0.16
11,2024-02-28 07:07:00,15.24,0.0,16.1,0.16
11,2024-02-28 07:08:00,19.12,0.0,16.1,0.16
11,2024-02-28 07:09:00,23.11,0.0,16.1,0.16
11,2024-02-28 07:10:00,17.1,0.1,16.2,1.78
11,2024-02-28 07:11:00,6.1,0.1,16.2,1.78
11,2024-02-28 07:12:00,4.4,0.1,16.2,1.78
11,2024-02-28 07:13:00,4.54,0.1,16.2,1.78
11,2024-02-28 07:14:00,5.0,0.1,16.2,1.78
11,2024-02-28 07:15:00,5.54,0.1,16.2,1.78
11,2024-02-28 07:16:00,6.05,0.1,16.2,1.78
11,2024-02-28 07:17:00,6.75,0.1,16.2,1.78
11,2024-02-28 07:18:00,6.53,0.1,16.2,1.78
11,2024-02-28 07:19:00,6.56,0.1,16.2,1.78
11,2024-02-28 07:20:00,6.82,0.1,16.4,1.8
11,2024-02-28 07:21:00,7.15,0.1,16.4,1.8
11,2024-02-28 07:22:00,7.73,0.1,16.4,1.8
11,2024-02-28 07:23:00,7.8,0.1,16.4,1.8
11,2024-02-28 07:24:00,9.05,0.1,16.4,1.8
11,2024-02-28 07:25:00,8.42,0.1,16.4,1.8
11,2024-02-28 07:26:00,9.63,0.1,16.4,1.8
11,2024-02-28 07:27:00,9.02,0.1,16.4,1.8
11,2024-02-28 07:28:00,9.18,0.1,16.4,1.8
11,2024-02-28 07:29:00,9.05,0.1,16.4,1.8
11,2024-02-28 07:30:00,8.62,0.2,16.5,3.47
11,2024-02-28 07:31:00,9.22,0.2,16.5,3.47
11,2024-02-28 07:32:00,10.62,0.2,16.5,3.47
11,2024-02-28 07:33:00,14.11,0.2,16.5,3.47
