LocationCode,DateTime,Power(mW)
9,2024-02-21 06:07:00,0.0
9,2024-02-21 06:08:00,0.0
9,2024-02-21 06:09:00,0.01
9,2024-02-21 06:10:00,0.0
9,2024-02-21 06:11:00,0.0
9,2024-02-21 06:12:00,0.0
9,2024-02-21 06:13:00,0.0
9,2024-02-21 06:14:00,0.01
9,2024-02-21 06:15:00,0.01
9,2024-02-21 06:16:00,0.01
9,2024-02-21 06:17:00,0.01
9,2024-02-21 06:18:00,0.02
9,2024-02-21 06:19:00,0.03
9,2024-02-21 06:20:00,0.02
9,2024-02-21 06:21:00,0.03
9,2024-02-21 06:22:00,0.03
9,2024-02-21 06:23:00,0.04
9,2024-02-21 06:24:00,0.04
9,2024-02-21 06:25:00,0.05
9,2024-02-21 06:26:00,0.07
9,2024-02-21 06:27:00,0.07
9,2024-02-21 06:28:00,0.06
9,2024-02-21 06:29:00,0.08
9,2024-02-21 06:30:00,0.09
9,2024-02-21 06:31:00,0.1
9,2024-02-21 06:32:00,0.09
9,2024-02-21 06:33:00,0.1
9,2024-02-21 06:34:00,0.14
9,2024-02-21 06:35:00,0.17
9,2024-02-21 06:36:00,0.18
9,2024-02-21 06:37:00,0.23
9,2024-02-21 06:38:00,0.24
9,2024-02-21 06:39:00,0.24
9,2024-02-21 06:40:00,0.27
9,2024-02-21 06:41:00,0.28
9,2024-02-21 06:42:00,0.3
9,2024-02-21 06:43:00,0.32
9,2024-02-21 06:44:00,0.32
9,2024-02-21 06:45:00,0.4
9,2024-02-21 06:46:00,0.46
9,2024-02-21 06:47:00,0.53
9,2024-02-21 06:48:00,0.57
9,2024-02-21 06:49:00,0.58
9,2024-02-21 06:50:00,0.62
9,2024-02-21 06:51:00,0.74
9,2024-02-21 06:52:00,0.75
9,2024-02-21 06:53:00,0.92
9,2024-02-21 06:54:00,0.94
9,2024-02-21 06:55:00,1.09
9,2024-02-21 06:56:00,1.17
9,2024-02-21 06:57:00,1.22
9,2024-02-21 06:58:00,1.39
9,2024-02-21 06:59:00,1.61
9,2024-02-21 07:00:00,1.72
9,2024-02-21 07:01:00,1.9
9,2024-02-21 07:02:00,2.07
9,2024-02-21 07:03:00,2.39
9,2024-02-21 07:04:00,2.66
9,2024-02-21 07:05:00,3.03
9,2024-02-21 07:06:00,3.31
9,2024-02-21 07:07:00,3.46
9,2024-02-21 07:08:00,3.76
